,0,1,2,3,4,5
0,6873,3021,1440,1987,2067,4182
1,6232,2871,1356,1843,1956,3823
2,5972,2862,1347,1806,1943,3694
3,5751,2887,1312,1784,1926,3620
4,5575,2967,1338,1791,1973,3589
5,5736,3124,1396,1877,2103,3739
6,5893,3309,1476,1965,2249,3903
7,6213,3543,1553,2123,2408,4115
8,6341,3660,1636,2237,2483,4137
9,6908,3881,1716,2408,2626,4400
10,7318,4059,1850,2568,2687,4632
11,8010,4156,1935,2717,2834,4991
12,8707,4313,2005,2824,2910,5299
13,8754,4221,1942,2750,2882,5206
14,8891,4050,1863,2669,2710,5200
15,8828,4013,1807,2593,2602,5127
16,9065,4108,1861,2662,2689,5291
17,9041,4248,1919,2753,2814,5314
18,10606,4574,2099,3051,3047,6237
19,10570,4481,2062,2984,3010,6207
20,10037,4279,1946,2843,2874,5934
21,9543,4096,1882,2710,2784,5647
22,8862,3896,1783,2547,2640,5280
23,7853,3545,1617,2262,2444,4762
24,6356,3104,1429,1965,2206,4033
25,5874,3013,1373,1893,2107,3751
26,5552,2956,1337,1858,2051,3593
27,5435,2998,1318,1870,2027,3588
28,5347,3070,1360,1891,2061,3583
29,5706,3264,1425,1987,2145,3780
30,6075,3469,1532,2105,2278,4027
31,6984,3744,1680,2315,2454,4501
32,7337,3943,1752,2450,2554,4710
33,7787,4030,1802,2571,2666,4939
34,8096,4113,1871,2652,2754,5068
35,8736,4213,1940,2749,2830,5427
36,9204,4251,1974,2786,2883,5602
37,9213,4052,1866,2672,2770,5475
38,9359,3859,1808,2603,2627,5472
39,10098,3953,1835,2681,2629,5843
40,10940,4247,1961,2868,2841,6403
41,12151,4608,2137,3163,3075,7072
42,11683,4445,2081,3072,3042,7007
43,9776,3978,1848,2691,2828,5970
44,9189,3748,1757,2555,2662,5696
45,8502,3584,1670,2414,2503,5332
46,7725,3326,1550,2228,2332,4881
47,7016,3073,1424,2025,2135,4448
48,6422,2915,1345,1947,1978,4177
49,5960,2763,1285,1839,1870,3929
50,5722,2705,1256,1796,1827,3772
51,5657,2699,1238,1789,1813,3786
52,5639,2741,1269,1799,1844,3824
53,6108,2945,1350,1948,1965,4108
54,7627,3400,1587,2332,2279,5059
55,10003,4048,1941,2921,2645,6451
56,10501,4196,2035,3036,2751,6718
57,10389,4161,2053,3025,2818,6596
58,10074,4175,2049,2997,2794,6420
59,10404,4208,2063,3080,2822,6560
60,10651,4162,2098,3063,2797,6602
61,10568,3946,1992,2939,2650,6450
62,10712,3805,1918,2874,2524,6483
63,11438,3880,1968,2983,2504,6869
64,12556,4168,2132,3237,2673,7502
65,13975,4560,2278,3598,2921,8334
66,14056,4566,2281,3591,3029,8577
67,12629,4195,2098,3283,2884,7889
68,12148,4063,2027,3178,2761,7733
69,9342,3455,1690,2542,2336,6022
70,8203,3132,1522,2270,2159,5400
71,7570,2886,1401,2088,1972,5003
72,7015,2776,1332,1991,1779,4552
73,6599,2654,1282,1895,1703,4332
74,6430,2633,1266,1865,1648,4247
75,6386,2631,1243,1862,1627,4242
76,6431,2661,1246,1869,1633,4262
77,6943,2807,1332,2001,1744,4546
78,8725,3291,1580,2417,2049,5647
79,11361,4091,1942,3081,2442,7096
80,11984,4135,2010,3211,2541,7478
81,11749,4039,1975,3153,2563,7296
82,11153,3937,1914,3063,2496,6871
83,11281,3955,1930,3071,2570,6944
84,11517,4065,1971,3126,2557,7066
85,11355,3957,1956,3073,2485,6891
86,11524,3959,1971,3085,2532,7006
87,12418,4237,2068,3284,2637,7513
88,13705,4611,2252,3604,2895,8221
89,15080,4982,2432,3905,3181,8921
90,14948,4858,2400,3869,3237,8973
91,13350,4435,2210,3534,3093,8168
92,12666,4215,2085,3352,2942,7783
93,9450,3491,1703,2611,2455,5920
94,8192,3151,1562,2298,2200,5151
95,7501,2921,1428,2091,2055,4726
96,6642,2690,1311,1884,1904,4275
97,6198,2549,1248,1775,1832,4033
98,5957,2508,1212,1724,1788,3900
99,5888,2500,1190,1714,1774,3857
100,5883,2537,1200,1728,1815,3875
101,6374,2703,1287,1858,1927,4138
102,7970,3213,1548,2293,2234,5170
103,10496,3894,1938,2929,2655,6634
104,11057,4093,2038,3112,2826,6916
105,10920,4133,2004,3075,2875,6828
106,10619,4123,2007,3025,2895,6593
107,11031,4240,2043,3094,3028,6732
108,11215,4410,2093,3172,3080,6780
109,11137,4358,2074,3107,2991,6619
110,11400,4287,2069,3088,2925,6663
111,12312,4444,2117,3239,2988,7145
112,13445,4811,2307,3546,3241,7866
113,14691,5239,2515,3891,3551,8628
114,14650,5246,2534,3892,3638,8786
115,12906,4899,2335,3558,3458,7892
116,12378,4756,2255,3412,3360,7630
117,9721,4120,1958,2807,2958,6076
118,8547,3792,1808,2554,2758,5391
119,7807,3563,1698,2353,2591,4929
120,7014,3384,1617,2143,2389,4337
121,6562,3254,1538,2037,2299,4075
122,6345,3260,1514,2006,2286,3956
123,6265,3274,1500,2013,2288,3948
124,6231,3334,1531,2040,2327,3963
125,6685,3512,1613,2181,2430,4221
126,8091,3941,1827,2568,2690,5108
127,10449,4628,2147,3152,3093,6407
128,10973,4798,2237,3324,3225,6660
129,11047,4860,2254,3341,3342,6608
130,10732,4881,2242,3297,3264,6366
131,11036,4926,2289,3377,3315,6522
132,11251,4960,2322,3415,3369,6641
133,11107,4921,2256,3293,3280,6552
134,11273,4823,2212,3248,3224,6599
135,12081,4946,2263,3365,3198,6957
136,13135,5281,2389,3620,3423,7497
137,14336,5597,2545,3896,3700,8177
138,13831,5457,2513,3864,3656,8071
139,11953,5030,2304,3454,3443,7111
140,11275,4778,2163,3281,3240,6732
141,9286,4121,1891,2745,2924,5638
142,8373,3777,1756,2504,2718,5109
143,7755,3579,1637,2321,2606,4758
144,7151,3437,1552,2182,2470,4513
145,6408,3281,1480,2029,2379,4099
146,6184,3287,1472,2012,2373,3995
147,6025,3293,1445,2010,2373,3938
148,5906,3350,1484,2052,2429,3925
149,6241,3496,1545,2170,2536,4172
150,6569,3689,1621,2286,2665,4405
151,7037,3943,1721,2468,2832,4664
152,7409,4163,1807,2657,2958,4824
153,8098,4384,1930,2829,3101,5220
154,8631,4543,2032,2973,3175,5483
155,9270,4620,2112,3112,3251,5727
156,9910,4744,2145,3193,3357,5981
157,9766,4573,2106,3059,3226,5815
158,9778,4477,2067,2958,3082,5640
159,9567,4309,1963,2841,2895,5443
160,9828,4425,1970,2934,2935,5576
161,9625,4400,1949,2889,2995,5484
162,10932,4601,2098,3143,3145,6271
163,10772,4478,2032,3084,3110,6206
164,10154,4296,1932,2921,2980,5947
165,9659,4164,1862,2792,2876,5695
166,8986,3856,1746,2580,2669,5337
167,7948,3497,1571,2315,2380,4734
168,6585,3183,1419,2019,2067,3957
169,5860,2942,1318,1831,1893,3528
170,5589,2915,1292,1782,1831,3399
171,5357,2862,1248,1740,1776,3315
172,5197,2840,1236,1705,1763,3260
173,5362,2925,1284,1764,1843,3365
174,5530,3029,1322,1834,1954,3505
175,5888,3263,1382,1920,2033,3720
176,6004,3259,1411,1969,2072,3816
177,6518,3411,1476,2124,2130,4112
178,6968,3464,1571,2232,2171,4360
179,7593,3545,1636,2378,2256,4726
180,8289,3668,1706,2513,2333,5052
181,8328,3572,1674,2502,2210,5008
182,8546,3482,1633,2456,2071,5025
183,8558,3466,1585,2410,2015,4988
184,8846,3595,1667,2488,2075,5166
185,8798,3666,1677,2519,2190,5158
186,10302,3988,1858,2836,2458,6009
187,10231,3891,1813,2792,2459,5969
188,9702,3650,1710,2639,2348,5671
189,9090,3419,1631,2481,2219,5369
190,8374,3128,1496,2286,2055,4925
191,7285,2769,1312,1984,1840,4290
