,0,1,2,3,4,5
0,6339,1889,964,1451,1390,3511
1,5694,1725,876,1309,1283,3145
2,5419,1683,852,1250,1247,2989
3,5159,1866,862,1291,1200,2837
4,4921,1868,847,1266,1194,2862
5,5046,1975,897,1323,1270,2975
6,5173,2106,951,1371,1345,3079
7,5444,2237,986,1462,1399,3231
8,5488,2225,1007,1500,1404,3191
9,6016,2396,1078,1656,1519,3454
10,6399,2536,1187,1790,1558,3666
11,7074,2620,1269,1932,1670,4009
12,7782,2748,1337,2042,1708,4349
13,7892,2705,1297,2039,1704,4370
14,8119,2649,1284,2039,1632,4474
15,8123,2691,1287,2027,1613,4491
16,8365,2814,1344,2099,1710,4639
17,8375,3011,1406,2188,1822,4667
18,9982,3413,1609,2514,2113,5600
19,9992,3376,1610,2481,2120,5599
20,9461,3203,1507,2342,2015,5321
21,8957,3006,1437,2192,1927,5016
22,8268,2806,1331,2018,1775,4626
23,7272,2473,1173,1737,1593,4094
24,5643,1827,917,1436,1378,3267
25,5176,1746,870,1257,1218,2963
26,4883,1707,847,1214,1126,2800
27,4771,1737,840,1205,1114,2755
28,4659,1767,874,1212,1123,2725
29,4987,1924,932,1309,1227,2917
30,5346,2135,1038,1456,1356,3194
31,6279,2444,1212,1707,1562,3724
32,6607,2615,1284,1814,1620,3927
33,7045,2711,1336,1935,1716,4174
34,7342,2792,1404,2012,1805,4297
35,7966,2904,1474,2115,1870,4651
36,8469,2964,1523,2195,1932,4888
37,8564,2883,1451,2154,1873,4846
38,8780,2796,1438,2146,1820,4901
39,9573,2940,1498,2263,1892,5331
40,10419,3242,1619,2449,2097,5877
41,11656,3633,1799,2740,2331,6556
42,11216,3547,1764,2673,2346,6524
43,9344,3129,1561,2323,2155,5517
44,8764,2916,1483,2191,2034,5243
45,8065,2749,1394,2036,1892,4881
46,7282,2493,1279,1839,1740,4435
47,6579,2227,1145,1631,1549,4009
48,5988,2085,1062,1555,1410,3735
49,5540,1956,1015,1459,1319,3487
50,5316,1910,988,1420,1283,3331
51,5259,1900,980,1411,1253,3330
52,5233,1915,1009,1412,1273,3342
53,5692,2091,1089,1549,1359,3608
54,7199,2519,1305,1921,1687,4549
55,9561,3148,1643,2497,2114,5913
56,10003,3229,1712,2567,2249,6135
57,9863,3158,1707,2532,2283,6007
58,9525,3130,1677,2477,2209,5806
59,9845,3175,1689,2558,2225,5938
60,10129,3168,1764,2607,2246,6051
61,10296,3393,1799,2693,2212,6016
62,10509,3381,1781,2687,2228,6234
63,11279,3505,1851,2822,2257,6659
64,12394,3789,2007,3072,2427,7291
65,13807,4183,2146,3425,2668,8111
66,13890,4204,2156,3423,2784,8356
67,12479,3846,1989,3124,2640,7686
68,11991,3696,1911,3000,2521,7393
69,9176,3070,1558,2345,2095,5651
70,8030,2480,1306,1938,1925,4994
71,7392,2214,1179,1746,1746,4583
72,6674,2101,1110,1640,1444,4113
