,0,1,2,3,4,5
0,6238,1922,932,1466,1263,3492
1,5608,1799,862,1327,1164,3141
2,5341,1779,843,1283,1122,2995
3,5087,1761,797,1238,1095,2875
4,4873,1780,795,1224,1094,2788
5,5002,1873,837,1282,1166,2891
6,5110,2004,887,1345,1232,2996
7,5415,2223,958,1463,1366,3150
8,5559,2437,1071,1617,1477,3265
9,6139,2708,1211,1804,1636,3587
10,6567,2878,1333,1975,1752,3805
11,7270,3050,1425,2102,1823,4169
12,7919,3140,1473,2201,1922,4464
13,8066,3071,1420,2181,1851,4518
14,8256,2993,1369,2149,1822,4545
15,8245,2930,1335,2118,1780,4508
16,8487,2936,1384,2170,1840,4684
17,8481,3094,1409,2226,1918,4680
18,10025,3408,1588,2520,2154,5584
19,9976,3378,1563,2478,2122,5576
20,9440,3166,1471,2333,2026,5266
21,8902,2964,1372,2146,1874,4970
22,8196,2684,1248,1937,1715,4557
23,7145,2294,1061,1644,1475,3992
24,5638,1869,860,1338,1225,3247
25,5139,1736,800,1232,1120,2923
26,4831,1673,758,1172,1055,2743
27,4702,1643,731,1156,1030,2680
28,4570,1640,732,1143,1014,2632
29,4875,1770,783,1228,1105,2821
30,5223,2002,871,1379,1235,3075
31,6120,2303,1028,1617,1422,3623
32,6479,2425,1125,1732,1479,3862
33,6913,2558,1173,1860,1576,4126
34,7258,2664,1229,1938,1633,4233
35,7903,2785,1303,2051,1714,4571
36,8423,2885,1370,2148,1818,4827
37,8524,2783,1333,2125,1800,4813
38,8751,2722,1323,2133,1737,4908
39,9539,2914,1394,2232,1836,5371
40,10400,3208,1528,2454,1999,5914
41,11629,3614,1696,2740,2282,6618
42,11180,3572,1687,2674,2316,6542
43,9311,3134,1486,2318,2101,5557
44,8732,2935,1395,2176,2005,5222
45,8053,2702,1295,1996,1899,4874
46,7277,2427,1185,1799,1742,4421
47,6551,2209,1069,1605,1563,3983
48,5971,2095,993,1534,1426,3718
49,5552,1984,945,1447,1314,3453
50,5337,1968,933,1427,1286,3333
51,5289,1977,932,1437,1282,3355
52,5279,2032,960,1459,1310,3407
53,5753,2246,1063,1610,1442,3695
54,7273,2726,1316,1996,1765,4616
55,9643,3354,1674,2581,2197,5998
56,10162,3525,1761,2689,2271,6281
57,10062,3507,1758,2676,2342,6204
58,9752,3500,1768,2657,2276,5981
59,10087,3555,1810,2732,2340,6142
60,10357,3631,1860,2780,2373,6282
61,10324,3468,1790,2707,2281,6244
62,10523,3411,1779,2701,2219,6349
63,11301,3571,1864,2857,2271,6768
64,12462,3920,2044,3158,2478,7439
65,13873,4429,2246,3523,2788,8299
66,13996,4456,2265,3541,2910,8548
67,12600,4115,2087,3245,2813,7865
68,12141,4006,2015,3140,2769,7715
69,9375,3448,1669,2523,2343,6016
70,8260,3153,1545,2230,2191,5374
71,7614,2932,1465,2065,2002,4979
72,7061,2781,1368,1970,1883,4535
73,6680,2724,1320,1890,1823,4327
74,6505,2719,1308,1865,1795,4264
75,6478,2759,1318,1888,1809,4290
76,6553,2839,1345,1933,1880,4354
77,7092,3082,1457,2098,2040,4691
78,8907,3681,1766,2556,2426,5837
79,11569,4433,2116,3257,2860,7300
80,12219,4542,2187,3396,2970,7680
81,11998,4501,2169,3361,2995,7497
82,11404,4406,2114,3275,2943,7056
83,11556,4426,2177,3308,2992,7145
84,11771,4499,2178,3340,3019,7199
85,11526,4259,2085,3194,2885,6906
