,0,1,2,3,4,5
0,6209,1829,1038,1433,1261,3524
1,5566,1662,953,1294,1156,3167
2,5290,1606,924,1226,1113,3001
3,5035,1561,871,1163,1050,2866
4,4808,1581,886,1134,1035,2779
5,4937,1653,926,1186,1102,2881
6,5064,1801,976,1247,1200,3006
7,5354,1984,1034,1356,1292,3170
8,5447,2059,1118,1441,1316,3185
9,5988,2267,1195,1604,1438,3441
10,6379,2375,1304,1732,1475,3658
11,7046,2463,1394,1878,1593,4008
12,7749,2597,1460,2003,1653,4340
13,7854,2580,1394,2002,1644,4338
14,8081,2532,1360,2004,1596,4429
15,8095,2596,1362,1998,1592,4448
16,8328,2720,1407,2072,1683,4591
17,8328,2888,1470,2156,1780,4624
18,9903,3249,1652,2467,2043,5548
19,9890,3172,1614,2408,2008,5529
20,9356,2970,1517,2264,1898,5270
21,8834,2738,1452,2095,1792,4960
22,8121,2499,1339,1907,1620,4551
23,7114,2135,1165,1613,1404,4006
24,5603,1715,973,1310,1170,3280
25,5127,1633,921,1226,1089,2984
26,4828,1575,901,1175,1045,2813
27,4702,1589,889,1156,1004,2765
28,4579,1593,922,1148,988,2721
29,4896,1724,971,1234,1062,2900
30,5248,1914,1061,1366,1180,3174
31,6170,2205,1227,1616,1374,3688
32,6485,2368,1304,1708,1408,3900
33,6930,2461,1351,1821,1499,4137
34,7225,2513,1412,1888,1589,4249
35,7844,2626,1485,1992,1646,4586
36,8343,2688,1538,2076,1728,4819
37,8458,2615,1457,2042,1686,4769
38,8689,2575,1449,2055,1674,4844
39,9498,2750,1511,2187,1756,5284
40,10345,3048,1624,2371,1955,5833
41,11572,3437,1806,2661,2181,6509
42,11127,3338,1760,2584,2192,6485
43,9244,2886,1531,2218,1990,5466
44,8675,2672,1471,2086,1875,5201
45,7975,2490,1383,1927,1726,4835
46,7184,2233,1271,1715,1569,4376
47,6481,1948,1134,1502,1376,3939
48,5896,1847,1071,1440,1249,3674
49,5465,1741,1043,1356,1173,3443
50,5253,1710,1032,1324,1144,3303
51,5200,1705,1028,1317,1125,3299
52,5176,1723,1069,1321,1140,3299
53,5629,1891,1148,1459,1221,3560
54,7131,2328,1359,1837,1525,4494
55,9499,2959,1692,2412,1878,5857
56,9961,3051,1782,2499,1950,6105
57,9841,3000,1789,2472,1984,5986
58,9508,2961,1765,2423,1926,5788
59,9815,3019,1784,2504,1942,5922
60,10086,2987,1841,2544,1984,6014
61,10059,2885,1743,2464,1932,5926
62,10278,2902,1720,2475,1931,6035
63,11065,3070,1797,2631,1983,6484
64,12204,3386,1964,2903,2165,7124
65,13628,3791,2120,3262,2422,7950
66,13722,3846,2129,3275,2535,8209
67,12309,3487,1941,2969,2399,7544
68,11823,3317,1878,2850,2295,7357
69,8986,2660,1508,2171,1834,5605
70,7817,2321,1320,1872,1641,4953
71,7175,2033,1183,1670,1460,4537
72,6597,1907,1114,1568,1294,4091
73,6199,1820,1071,1488,1217,3861
74,6032,1780,1059,1448,1187,3783
75,5995,1783,1049,1447,1174,3775
76,6043,1824,1085,1468,1196,3815
77,6555,1950,1171,1595,1291,4108
78,8342,2464,1422,2024,1603,5231
79,10991,3276,1803,2691,1999,6671
80,11608,3339,1864,2810,2100,7036
81,11373,3223,1830,2763,2105,6843
82,10777,3132,1777,2678,2035,6402
83,10908,3175,1791,2690,2068,6468
84,11111,3258,1819,2746,2088,6565
85,10953,3139,1773,2684,1983,6365
86,11131,3168,1786,2707,1998,6461
87,11986,3360,1830,2880,2056,6967
88,13254,3653,1977,3182,2287,7694
89,14645,4056,2174,3497,2579,8414
90,14540,3996,2164,3478,2663,8478
91,12954,3582,1959,3151,2469,7659
92,12310,3409,1871,3002,2364,7335
93,9085,2677,1509,2253,1860,5479
94,7802,2293,1353,1921,1588,4709
95,7091,2052,1202,1708,1405,4279
96,6209,1838,1087,1501,1263,3835
97,5784,1740,1053,1408,1198,3630
98,5564,1702,1025,1365,1162,3510
99,5503,1702,1014,1355,1146,3460
100,5485,1714,1038,1359,1161,3455
101,5966,1853,1124,1487,1245,3694
102,7555,2355,1372,1908,1514,4693
103,10059,3014,1755,2522,1905,6095
104,10574,3126,1839,2653,2003,6343
105,10415,3111,1782,2576,1989,6225
106,10063,3008,1756,2505,1932,5954
107,10416,3069,1759,2540,1968,6054
108,10540,3130,1759,2583,1982,6060
109,10446,2998,1671,2492,1894,5866
110,10728,2979,1664,2512,1899,5941
111,11652,3130,1696,2669,1985,6446
112,12751,3438,1861,2945,2202,7108
113,13981,3817,2039,3271,2461,7844
114,13909,3836,2044,3263,2555,8009
115,12154,3449,1819,2925,2343,7122
116,11620,3313,1736,2764,2262,6847
117,8910,2612,1428,2128,1802,5278
118,7699,2222,1255,1842,1565,4564
119,6948,1984,1133,1640,1377,4092
120,6144,1808,1059,1434,1204,3500
121,5687,1697,976,1332,1108,3231
122,5464,1672,937,1281,1076,3099
123,5363,1659,920,1266,1051,3047
124,5286,1658,934,1262,1050,3007
125,5699,1774,987,1365,1103,3226
126,7077,2151,1179,1742,1348,4098
127,9408,2797,1485,2308,1712,5386
128,9950,2976,1589,2476,1821,5656
129,10000,3012,1592,2480,1888,5596
130,9646,2975,1564,2410,1794,5344
131,9913,2995,1607,2473,1829,5489
132,10121,3020,1646,2526,1892,5609
133,10033,3049,1612,2471,1893,5550
134,10316,3070,1624,2501,1903,5691
135,11186,3300,1720,2670,1987,6100
