,0,1,2,3,4,5
0,6131,1724,921,1387,1149,3428
1,5490,1567,848,1254,1046,3077
2,5215,1515,820,1184,1005,2912
3,4959,1471,770,1125,949,2773
4,4730,1487,776,1092,930,2682
5,4857,1562,812,1139,1007,2787
6,4975,1693,860,1196,1100,2910
7,5270,1880,916,1310,1201,3075
8,5352,1934,977,1381,1227,3068
9,5912,2141,1053,1540,1351,3320
10,6302,2249,1157,1671,1385,3550
11,6976,2383,1269,1817,1501,3885
12,7686,2520,1338,1964,1558,4250
13,7812,2539,1314,1980,1581,4281
14,8061,2513,1313,1997,1561,4381
15,8080,2587,1326,1996,1575,4409
16,8307,2708,1362,2066,1651,4545
17,8290,2866,1411,2128,1724,4550
18,9861,3187,1572,2433,1986,5458
19,9840,3097,1525,2366,1941,5429
20,9282,2867,1397,2203,1816,5152
21,8751,2613,1312,2027,1701,4835
22,8038,2361,1184,1832,1526,4420
23,7032,2020,1013,1537,1302,3875
24,5524,1594,819,1239,1059,3140
25,5051,1512,762,1152,971,2834
26,4752,1459,740,1102,920,2665
27,4620,1459,726,1081,898,2607
28,4489,1465,747,1072,898,2560
29,4801,1596,789,1157,980,2739
30,5148,1771,879,1287,1096,3012
31,6072,2057,1041,1535,1286,3526
32,6380,2208,1099,1617,1322,3705
33,6820,2296,1151,1729,1419,3943
34,7119,2369,1213,1804,1508,4065
35,7742,2475,1283,1902,1567,4409
36,8257,2549,1343,1990,1637,4672
37,8385,2505,1302,1978,1606,4668
38,8626,2472,1311,1993,1601,4755
39,9439,2653,1387,2132,1687,5204
40,10286,2952,1510,2315,1893,5748
41,11516,3348,1683,2604,2114,6421
42,11065,3255,1628,2525,2124,6385
43,9184,2793,1421,2160,1922,5369
44,8605,2573,1341,2029,1803,5083
45,7901,2392,1245,1868,1644,4714
46,7108,2091,1120,1639,1488,4235
47,6384,1812,976,1429,1292,3805
48,5795,1703,909,1364,1161,3532
49,5363,1586,872,1272,1073,3290
50,5151,1554,858,1241,1037,3144
51,5102,1551,855,1235,1022,3147
52,5071,1568,897,1241,1032,3149
53,5524,1736,973,1375,1115,3409
54,7024,2159,1187,1751,1417,4359
55,9397,2804,1530,2333,1761,5725
56,9861,2891,1615,2407,1839,5961
57,9734,2836,1610,2376,1863,5841
58,9402,2802,1588,2329,1812,5647
59,9711,2870,1609,2410,1837,5782
60,10014,2822,1662,2450,1892,5888
61,9988,2793,1605,2412,1835,5845
62,10210,2808,1593,2416,1839,5955
63,10988,2979,1685,2583,1906,6410
64,12128,3274,1841,2841,2077,7038
65,13553,3680,1998,3197,2339,7864
66,13650,3733,2002,3207,2463,8118
67,12239,3372,1836,2907,2329,7461
68,11747,3215,1756,2793,2233,7258
69,8929,2569,1397,2111,1774,5508
70,7764,2236,1212,1815,1577,4850
71,7122,1947,1069,1616,1389,4436
72,6543,1813,987,1503,1224,3970
73,6138,1718,936,1418,1146,3732
74,5965,1666,914,1374,1113,3645
75,5920,1665,901,1374,1104,3634
76,5959,1692,917,1393,1125,3673
77,6461,1823,1000,1517,1221,3955
78,8246,2329,1261,1946,1534,5083
79,10894,3143,1627,2613,1927,6516
80,11515,3201,1700,2739,2029,6874
81,11278,3090,1664,2693,2033,6679
82,10683,3008,1616,2620,1959,6256
83,10817,3055,1627,2624,1990,6340
84,11024,3135,1653,2680,2000,6439
85,10859,3014,1606,2617,1891,6251
86,11039,3041,1629,2624,1901,6345
87,11890,3218,1684,2808,1961,6847
88,13159,3509,1831,3103,2193,7568
89,14541,3909,2018,3417,2475,8283
90,14438,3858,2015,3397,2558,8345
91,12860,3439,1824,3073,2361,7536
92,12209,3265,1726,2920,2258,7193
93,8987,2523,1352,2168,1753,5347
94,7710,2144,1193,1835,1472,4566
95,6999,1904,1040,1623,1289,4148
96,6114,1713,927,1418,1149,3700
97,5683,1598,878,1314,1078,3478
98,5458,1534,837,1268,1035,3359
99,5393,1533,830,1262,1026,3303
100,5368,1541,843,1264,1041,3296
101,5840,1675,919,1378,1125,3530
102,7419,2154,1161,1797,1389,4515
103,9923,2786,1518,2404,1769,5925
104,10426,2877,1572,2520,1868,6135
105,10256,2853,1516,2439,1851,6014
106,9903,2746,1476,2359,1794,5734
107,10248,2801,1469,2397,1838,5820
108,10388,2865,1477,2439,1828,5843
109,10317,2794,1453,2388,1769,5708
110,10616,2808,1482,2414,1789,5790
111,11557,2980,1552,2585,1886,6317
112,12650,3276,1719,2858,2093,6969
113,13877,3667,1891,3182,2357,7701
114,13808,3684,1894,3172,2450,7863
115,12052,3297,1686,2838,2239,6976
116,11515,3159,1594,2678,2159,6696
117,8803,2446,1272,2033,1700,5121
118,7598,2060,1093,1748,1451,4403
119,6847,1811,968,1544,1253,3928
120,6045,1638,889,1335,1085,3335
121,5587,1530,808,1237,990,3073
122,5366,1507,773,1191,950,2947
123,5264,1496,768,1179,938,2899
124,5184,1498,766,1177,935,2855
125,5598,1614,831,1273,993,3078
126,6979,2002,1024,1652,1233,3944
127,9319,2635,1334,2221,1605,5224
128,9863,2823,1442,2382,1729,5481
129,9905,2854,1451,2384,1792,5412
130,9558,2817,1415,2314,1699,5153
131,9822,2828,1445,2372,1732,5290
132,10020,2859,1474,2418,1780,5413
133,9934,2884,1440,2367,1768,5381
134,10199,2884,1430,2394,1782,5536
135,11068,3118,1541,2575,1872,5968
136,12118,3428,1656,2824,2076,6496
137,13338,3785,1826,3097,2321,7173
