,0,1,2,3,4,5
0,6646,2769,1311,1921,1795,4024
1,6006,2628,1235,1801,1714,3685
2,5738,2623,1224,1762,1701,3557
3,5504,2626,1188,1733,1667,3473
4,5306,2678,1197,1718,1665,3408
5,5457,2826,1253,1795,1787,3545
6,5598,2989,1317,1857,1933,3678
7,5901,3203,1383,1971,2085,3851
8,6029,3324,1476,2073,2170,3859
9,6593,3542,1562,2242,2314,4111
10,6985,3699,1680,2383,2367,4321
11,7670,3789,1768,2537,2510,4686
12,8355,3895,1812,2610,2544,4983
13,8402,3737,1719,2543,2450,4922
14,8558,3538,1645,2474,2278,4949
15,8530,3515,1606,2422,2208,4902
16,8759,3621,1661,2488,2315,5045
17,8744,3769,1710,2563,2422,5056
18,10312,4110,1894,2869,2671,5973
19,10292,4046,1879,2822,2660,5946
20,9760,3870,1776,2677,2533,5670
21,9272,3682,1710,2537,2433,5374
22,8581,3478,1599,2362,2260,4990
23,7563,3109,1426,2061,1998,4453
24,6046,2640,1213,1733,1747,3712
25,5536,2481,1134,1616,1621,3377
26,5202,2399,1091,1553,1571,3183
27,5067,2384,1056,1523,1529,3123
28,4939,2384,1060,1515,1508,3086
29,5256,2524,1107,1618,1590,3292
30,5612,2729,1209,1761,1757,3561
31,6546,3064,1385,2015,1975,4087
32,6870,3219,1441,2103,1995,4247
33,7298,3285,1484,2215,2106,4467
34,7603,3367,1546,2291,2197,4593
35,8232,3463,1614,2388,2287,4941
36,8725,3500,1645,2435,2321,5154
37,8730,3287,1543,2340,2218,5092
38,8998,3293,1561,2366,2133,5148
39,9779,3418,1616,2470,2194,5542
40,10631,3736,1741,2660,2430,6089
41,11868,4129,1921,2954,2674,6799
42,11422,4015,1879,2883,2667,6755
43,9548,3475,1646,2478,2456,5736
44,8947,3340,1588,2375,2283,5461
45,8276,3191,1512,2240,2172,5099
46,7523,2969,1403,2062,2034,4671
47,6826,2733,1284,1867,1870,4261
48,6247,2607,1205,1801,1753,4008
49,5816,2500,1166,1712,1686,3776
50,5600,2466,1150,1681,1662,3616
51,5561,2486,1154,1690,1671,3642
52,5566,2563,1197,1732,1722,3690
53,6053,2808,1298,1902,1871,3989
54,7587,3299,1551,2296,2207,4951
55,9975,3964,1913,2885,2592,6342
56,10491,4154,2028,3020,2714,6633
57,10376,4122,2040,3009,2764,6522
58,10056,4112,2020,2969,2696,6338
59,10400,4189,2050,3056,2729,6490
60,10674,4190,2108,3075,2759,6573
61,10615,4035,2041,2990,2657,6493
62,10779,3932,1989,2958,2577,6565
63,11505,3988,2030,3063,2544,6948
64,12630,4303,2203,3325,2719,7588
65,14057,4716,2352,3689,2972,8440
66,14147,4752,2371,3702,3107,8702
67,12738,4414,2206,3419,2987,8046
68,12257,4272,2130,3290,2869,7848
69,9439,3633,1777,2630,2479,6112
70,8291,3299,1600,2338,2328,5469
71,7639,3024,1470,2147,2147,5064
72,7048,2841,1368,2010,1920,4569
73,6623,2700,1307,1900,1782,4302
74,6413,2604,1251,1832,1730,4180
75,6343,2523,1203,1801,1671,4166
76,6357,2455,1173,1803,1671,4191
77,6848,2704,1278,1930,1739,4485
78,8633,3178,1528,2318,2003,5604
79,11259,3936,1866,3000,2349,7016
80,11888,3912,1926,3157,2472,7406
81,11663,3938,1929,3126,2478,7219
82,11018,3900,1894,3059,2408,6789
83,11235,3987,1934,3081,2463,6847
84,11482,4089,1975,3129,2481,6923
85,11324,3950,1940,3019,2379,6676
86,11437,3980,1945,3070,2400,6774
87,12360,4170,2012,3253,2488,7351
88,13590,4405,2136,3536,2711,8077
89,14935,4738,2289,3816,2964,8770
90,14805,4641,2273,3780,3007,8804
91,13217,4200,2090,3422,2798,7949
92,12546,3989,1971,3242,2649,7568
93,9317,3223,1572,2486,2139,5686
94,8033,2839,1403,2148,1843,4900
95,7314,2577,1255,1927,1665,4473
96,6406,2289,1110,1688,1492,4001
97,5955,2124,1044,1558,1414,3751
98,5712,2082,1008,1513,1355,3616
99,5644,2074,993,1509,1348,3563
100,5641,2108,998,1524,1385,3597
101,6162,2329,1110,1671,1510,3883
102,7778,2879,1396,2126,1819,4903
103,10315,3570,1792,2764,2244,6331
104,10842,3612,1837,2925,2376,6574
105,10683,3607,1788,2868,2392,6475
106,10352,3562,1765,2746,2378,6216
107,10671,3646,1784,2801,2484,6348
108,10852,3860,1854,2895,2505,6414
109,10829,3822,1833,2846,2404,6295
110,11116,3754,1835,2848,2409,6355
111,12061,3940,1917,3012,2535,6876
112,13184,4294,2105,3319,2816,7587
113,14449,4755,2318,3677,3143,8362
114,14436,4855,2371,3721,3285,8576
115,12741,4602,2203,3422,3134,7751
116,12263,4578,2180,3326,3110,7541
117,9631,3975,1903,2735,2720,5988
118,8471,3667,1760,2495,2522,5332
119,7759,3513,1673,2326,2410,4907
120,6982,3373,1614,2136,2257,4336
121,6545,3259,1542,2051,2197,4087
122,6318,3264,1517,2017,2183,3975
123,6233,3300,1509,2034,2195,3993
124,6194,3395,1542,2077,2264,4015
125,6656,3596,1640,2231,2413,4291
126,8053,4038,1857,2632,2688,5185
127,10394,4731,2179,3219,3077,6479
128,10958,4951,2291,3406,3252,6728
129,11018,5013,2309,3425,3354,6676
130,10681,5022,2287,3372,3272,6412
131,10955,5039,2325,3437,3312,6545
132,11135,5051,2340,3464,3350,6637
133,11021,5003,2278,3377,3294,6576
134,11233,4940,2255,3369,3271,6667
135,11985,4952,2257,3454,3199,7010
136,13026,5266,2377,3696,3388,7560
137,14227,5582,2531,3961,3641,8240
138,13731,5456,2507,3937,3594,8124
139,11869,5028,2305,3525,3380,7167
140,11239,4846,2188,3362,3237,6792
141,9234,4165,1905,2817,2892,5677
142,8299,3794,1756,2571,2660,5147
143,7659,3582,1633,2382,2501,4808
144,7050,3501,1563,2260,2354,4590
145,6293,3351,1494,2102,2253,4163
146,6055,3351,1484,2075,2237,4047
147,5895,3381,1467,2072,2238,3992
148,5734,3430,1484,2068,2262,3935
149,6058,3572,1547,2198,2382,4171
150,6365,3735,1612,2301,2496,4391
151,6811,3987,1709,2452,2635,4617
152,7179,4206,1791,2607,2787,4717
153,7873,4438,1917,2771,2945,5116
154,8416,4605,2025,2915,3024,5386
155,9074,4693,2115,3045,3118,5642
156,9723,4776,2135,3111,3220,5900
157,9590,4480,2054,2966,3073,5756
158,9668,4390,2027,2913,2948,5658
