,0,1,2,3,4,5
0,6233,1921,980,1471,1421,3528
1,5597,1764,898,1333,1312,3156
2,5321,1716,870,1270,1277,2992
3,5065,1671,819,1210,1230,2858
4,4844,1686,817,1181,1171,2771
5,4974,1778,863,1235,1227,2875
6,5100,1926,920,1304,1257,3001
7,5399,2138,989,1427,1365,3182
8,5484,2205,1057,1507,1407,3184
9,6032,2411,1138,1675,1524,3443
10,6429,2553,1256,1812,1578,3672
11,7110,2661,1353,1966,1717,4035
12,7816,2800,1422,2090,1775,4382
13,7922,2759,1370,2087,1853,4399
14,8141,2693,1347,2196,1848,4492
15,8271,2982,1405,2170,1846,4497
16,8514,3115,1466,2248,1932,4657
17,8513,3286,1527,2333,2035,4677
18,10096,3657,1719,2647,2295,5607
19,10082,3322,1616,2481,2267,5590
20,9412,3118,1505,2335,2152,5304
21,8888,2905,1430,2169,2056,4996
22,8198,2695,1328,1993,1845,4604
23,7309,2298,1141,1691,1684,4056
24,5802,1897,951,1383,1463,3314
25,5176,1795,895,1295,1313,2999
26,4884,1745,870,1244,1200,2828
27,4771,1751,851,1227,1187,2779
28,4647,1763,874,1220,1140,2738
29,4963,1901,927,1315,1236,2929
30,5312,2089,1013,1450,1368,3195
31,6237,2395,1180,1696,1548,3714
32,6558,2555,1245,1792,1609,3904
33,6988,2637,1288,1907,1703,4137
34,7286,2718,1357,1984,1780,4260
35,7908,2834,1427,2084,1849,4613
36,8416,2888,1471,2162,1906,4852
37,8500,2798,1409,2122,1840,4817
38,8725,2711,1396,2108,1784,4884
39,9652,3127,1525,2348,1992,5314
40,10494,3424,1645,2534,2191,5859
41,11732,3827,1824,2824,2421,6537
42,11291,3729,1789,2753,2475,6507
43,9411,3019,1505,2279,2266,5495
44,8838,2823,1429,2153,2010,5206
45,8005,2655,1341,1995,1874,4833
46,7216,2401,1222,1796,1722,4377
47,6525,2137,1089,1591,1538,3956
48,5944,2004,1016,1516,1399,3684
49,5499,1884,968,1423,1304,3435
