,0,1,2,3,4,5
0,6234,1776,903,1394,1269,3444
1,5586,1609,817,1252,1158,3077
2,5310,1560,792,1191,1120,2920
3,5051,1657,774,1191,1070,2772
4,4817,1667,763,1166,1062,2755
5,4941,1770,809,1220,1138,2864
6,5066,1902,865,1275,1221,2976
7,5348,2062,912,1381,1295,3138
8,5408,2086,949,1433,1311,3109
9,5942,2265,1025,1591,1424,3370
10,6328,2399,1135,1726,1462,3585
11,7007,2493,1218,1871,1582,3934
12,7717,2624,1287,1987,1622,4279
13,7833,2593,1254,1993,1625,4303
14,8064,2547,1245,1998,1568,4409
15,8073,2595,1253,1987,1555,4426
16,8312,2720,1309,2060,1651,4575
17,8315,2911,1366,2147,1760,4601
18,9913,3299,1562,2468,2043,5531
19,9910,3239,1553,2422,2037,5524
20,9375,3056,1444,2276,1929,5243
21,8863,2845,1366,2117,1827,4935
22,8165,2624,1255,1936,1664,4537
23,7164,2275,1089,1648,1473,4003
24,5579,1708,856,1342,1253,3202
25,5105,1617,805,1196,1117,2895
26,4809,1569,780,1149,1038,2728
27,4690,1592,768,1136,1018,2677
28,4572,1610,795,1138,1018,2642
29,4895,1761,847,1228,1113,2828
30,5252,1964,950,1370,1241,3105
31,6183,2271,1122,1623,1446,3634
32,6508,2433,1192,1726,1501,3830
33,6943,2533,1244,1844,1591,4076
34,7245,2609,1308,1920,1676,4200
35,7871,2725,1374,2023,1742,4552
36,8376,2788,1428,2106,1809,4793
37,8475,2712,1367,2071,1756,4755
38,8697,2641,1362,2072,1714,4819
39,9498,2801,1433,2196,1792,5260
40,10350,3111,1554,2384,1999,5808
41,11589,3503,1735,2677,2234,6490
42,11145,3416,1697,2606,2248,6456
43,9266,2985,1491,2248,2051,5446
44,8689,2766,1406,2112,1931,5163
45,7987,2593,1313,1956,1786,4799
46,7200,2331,1195,1753,1631,4349
47,6497,2059,1058,1544,1439,3920
48,5909,1922,977,1469,1301,3645
49,5461,1795,931,1372,1210,3396
