,0,1,2,3,4,5
0,6265,1973,974,1419,1333,3474
1,5608,1639,837,1273,1218,3105
2,5321,1734,846,1207,1178,2941
3,5060,1690,790,1218,1122,2792
4,4836,1707,786,1193,1112,2697
5,4962,1810,827,1245,1186,2800
6,5092,1767,845,1228,1286,2944
7,5305,1959,905,1348,1392,3118
8,5409,2061,987,1437,1312,3123
9,5959,2275,1069,1603,1437,3379
10,6360,2417,1188,1739,1489,3606
11,7035,2520,1280,1895,1626,3962
12,7743,2661,1352,2019,1689,4314
13,7853,2619,1306,2110,1781,4339
14,8166,2744,1331,2094,1704,4414
15,8168,2779,1322,2072,1679,4497
16,8413,2916,1385,2149,1793,4657
17,8415,3096,1444,2236,1900,4687
18,9998,3462,1634,2549,2167,5531
19,9979,3377,1609,2488,2143,5508
20,9371,3031,1467,2282,1960,5242
21,8853,2815,1386,2119,1835,4936
22,8144,2593,1271,1937,1676,4537
23,7121,2206,1091,1634,1458,3987
24,5610,1783,896,1325,1212,3243
25,5126,1675,839,1237,1130,2933
26,4820,1613,808,1183,1088,2755
27,4696,1628,791,1167,1062,2709
28,4572,1637,817,1158,1044,2667
29,4885,1765,853,1241,1127,2843
30,5232,1955,945,1386,1255,3115
31,6162,2269,1115,1635,1447,3641
32,6477,2419,1174,1727,1490,3829
33,6908,2508,1227,1845,1578,4057
34,7208,2580,1284,1914,1652,4179
35,7831,2689,1352,2015,1721,4533
36,8343,2767,1412,2105,1784,4786
37,8470,2731,1384,2094,1766,4778
38,8722,2714,1417,2123,1768,4873
39,9544,2909,1503,2259,1866,5327
40,10390,3211,1616,2442,2067,5873
41,11619,3598,1793,2734,2287,6553
42,11166,3480,1742,2650,2367,6504
43,9272,3015,1512,2270,2134,5477
44,8690,2782,1414,2128,1994,5182
45,7980,2591,1311,1958,1890,4810
46,7167,2307,1181,1750,1721,4345
47,6555,2026,1039,1531,1523,3911
48,5961,1881,950,1457,1368,3639
49,5510,1750,900,1358,1177,3383
50,5280,1700,881,1321,1139,3229
51,5221,1691,873,1310,1137,3221
52,5196,1712,901,1317,1151,3231
53,5650,1890,978,1453,1254,3497
54,7158,2326,1205,1834,1548,4445
55,9535,2965,1548,2418,1919,5817
56,10001,3059,1624,2493,1968,6047
57,9871,2995,1626,2462,1998,5919
58,9538,2972,1600,2413,1997,5717
59,9866,3032,1619,2493,2084,5863
60,10154,3037,1691,2540,2118,5979
61,10159,3172,1702,2488,2087,5951
62,10394,3201,1711,2617,2102,6078
63,11197,3394,1817,2789,2167,6615
64,12326,3706,1980,3048,2342,7251
65,13750,4104,2124,3403,2586,8072
66,13831,4116,2124,3389,2702,8304
67,12405,3732,1943,3079,2550,7620
68,11904,3543,1842,2927,2412,7391
69,9078,2881,1480,2247,1970,5634
70,7915,2532,1289,1940,1766,4970
71,7262,2249,1146,1739,1566,4548
72,6685,2096,1059,1621,1398,4071
73,6267,1964,1004,1527,1314,3829
74,6082,1923,976,1484,1273,3736
75,6036,1912,957,1482,1264,3724
76,6078,1949,969,1502,1297,3760
77,6584,2097,1056,1628,1402,4054
78,8370,2597,1315,2055,1709,5173
79,11020,3402,1678,2720,2106,6613
80,11640,3448,1741,2845,2214,6974
81,11397,3345,1704,2792,2213,6775
82,10797,3253,1650,2717,2145,6347
83,10938,3311,1666,2736,2186,6424
84,11159,3396,1697,2790,2190,6538
85,10994,3273,1667,2722,2085,6352
86,11163,3265,1683,2730,2073,6450
87,12030,3487,1759,2915,2129,6976
88,13298,3795,1911,3217,2362,7712
89,14687,4211,2100,3529,2654,8434
90,14587,4160,2103,3521,2731,8498
91,13015,3762,1928,3202,2547,7694
92,12359,3582,1828,3045,2446,7343
93,9145,2853,1449,2304,1951,5410
94,7873,2504,1301,1986,1686,4654
95,7168,2089,1108,1779,1522,4238
96,6202,1897,1008,1509,1388,3799
97,5782,1780,965,1413,1289,3579
98,5556,1741,933,1366,1195,3462
99,5497,1746,927,1366,1193,3418
100,5483,1763,936,1375,1220,3423
101,5961,1918,1025,1499,1323,3672
102,7547,2403,1276,1925,1575,4675
103,10058,3061,1649,2544,1966,6089
104,10567,3167,1710,2665,2067,6315
105,10401,3137,1651,2591,2065,6192
106,10055,3059,1616,2511,2008,5917
107,10408,3110,1615,2552,2065,6022
108,10564,3195,1643,2610,2069,6043
109,10493,3142,1632,2559,1999,5919
110,10790,3155,1666,2591,2020,6012
111,11740,3345,1748,2769,2143,6548
112,12844,3653,1910,3046,2336,7215
113,14063,4028,2080,3366,2597,7941
114,13988,4030,2076,3349,2675,8091
115,12227,3637,1853,3007,2493,7198
116,11688,3484,1760,2843,2391,6917
117,8979,2777,1436,2198,1925,5334
118,7769,2389,1260,1912,1680,4625
119,7013,2139,1136,1705,1557,4152
120,6201,1953,1049,1492,1359,3553
121,5738,1829,962,1388,1196,3281
122,5510,1797,931,1338,1151,3151
123,5411,1798,919,1331,1137,3107
124,5340,1810,928,1332,1133,3076
125,5770,1946,1003,1445,1216,3312
126,7162,2350,1212,1827,1490,4195
127,9509,3021,1535,2411,1867,5495
128,10073,3237,1658,2590,2024,5771
129,10128,3286,1679,2604,2111,5714
130,9795,3274,1657,2539,2037,5454
131,10068,3297,1694,2603,2069,5598
132,10263,3320,1719,2648,2122,5720
133,10150,3297,1651,2568,2056,5667
134,10392,3269,1633,2576,2042,5789
135,11242,3449,1707,2735,2098,6189
136,12303,3792,1836,2988,2311,6727
137,13522,4131,1994,3261,2569,7416
138,13036,4046,1971,3242,2571,7337
139,11178,3634,1773,2841,2360,6391
140,10535,3445,1663,2695,2235,6036
141,8540,2768,1381,2139,1887,4929
142,7604,2412,1237,1883,1656,4385
143,6962,2186,1110,1682,1513,4015
144,6349,2062,1032,1537,1391,3764
145,5591,1909,967,1377,1295,3342
146,5353,1876,945,1328,1267,3212
147,5186,1874,926,1295,1246,3123
148,5023,1898,949,1290,1252,3055
149,5331,2005,1008,1371,1322,3271
150,5643,2187,1090,1484,1444,3501
151,6100,2434,1187,1648,1592,3748
152,6453,2659,1284,1819,1715,3900
153,7138,2883,1413,1986,1860,4297
154,7672,3030,1521,2127,1939,4560
155,8326,3116,1613,2268,2018,4825
156,9007,3268,1680,2382,2147,5128
157,8938,3126,1643,2324,2052,5053
158,9064,3150,1647,2337,2009,5019
159,8971,3149,1620,2324,1952,4935
160,9275,3329,1660,2440,2019,5092
161,9114,3394,1665,2421,2136,5024
162,10451,3655,1831,2701,2346,5845
163,10315,3551,1756,2643,2327,5791
164,9703,3353,1653,2468,2220,5507
165,9204,3192,1577,2319,2125,5254
166,8524,2893,1469,2107,1949,4896
167,7492,2560,1312,1862,1708,4295
168,6132,2275,1167,1575,1459,3515
169,5428,2086,1080,1412,1341,3106
170,5165,2043,1051,1359,1298,2971
171,4957,2030,1040,1339,1263,2888
172,4822,2051,1061,1324,1273,2858
173,5000,2147,1116,1386,1341,2964
174,5200,2309,1187,1496,1470,3154
175,5588,2598,1276,1608,1599,3399
176,5734,2663,1334,1685,1669,3542
177,6283,2857,1417,1849,1752,3860
178,6755,2924,1532,1965,1805,4119
179,7382,3022,1606,2117,1889,4488
180,8088,3174,1695,2275,2005,4833
181,8135,3106,1651,2279,1950,4807
182,8385,3088,1630,2274,1883,4867
183,8429,3124,1600,2256,1894,4868
184,8734,3296,1701,2351,1967,5064
185,8713,3409,1732,2415,2100,5077
186,10239,3789,1932,2745,2359,5953
187,10183,3699,1878,2703,2346,5894
188,9666,3481,1793,2558,2234,5615
189,9046,3244,1711,2399,2154,5310
190,8321,2961,1577,2193,1972,4865
191,7238,2590,1394,1890,1721,4219
192,5978,2240,1239,1569,1491,3611
193,5566,2153,1193,1488,1407,3377
194,5353,2137,1179,1459,1369,3260
195,5330,2184,1185,1466,1376,3282
196,5338,2212,1234,1481,1400,3305
197,5832,2386,1322,1634,1515,3588
198,7351,2923,1577,2062,1815,4566
199,9801,3608,1904,2675,2223,6006
200,10372,3673,1984,2774,2340,6307
201,10230,3644,1967,2739,2382,6145
202,9861,3625,1953,2692,2289,5859
203,10146,3671,2008,2776,2349,5959
204,10375,3758,2049,2855,2438,5987
205,10202,3639,1984,2770,2348,5808
206,10326,3608,1956,2780,2306,5811
207,11011,3761,2016,2926,2339,6128
208,12047,4111,2147,3160,2534,6720
209,13301,4512,2318,3464,2788,7391
210,13466,4479,2360,3501,2912,7619
211,11847,4131,2164,3137,2693,6843
212,11350,3899,2089,2994,2611,6651
213,8920,3266,1782,2411,2238,5283
214,7768,2921,1604,2119,2013,4636
215,6970,2667,1491,1907,1819,4182
216,6190,2504,1401,1751,1676,3820
217,5713,2406,1343,1660,1589,3544
218,5473,2387,1315,1608,1553,3409
219,5411,2396,1302,1592,1533,3402
220,5385,2419,1326,1588,1542,3404
221,5864,2606,1404,1721,1646,3682
222,7258,2994,1608,2080,1913,4597
223,9614,3590,1921,2639,2328,6019
224,10158,3704,1994,2790,2413,6342
225,10037,3668,1970,2759,2419,6173
226,9749,3616,1980,2720,2383,5906
227,10102,3731,2014,2780,2402,6003
228,10350,3801,2053,2815,2469,6036
229,10190,3685,1951,2713,2388,5854
230,10349,3617,1939,2723,2318,5897
231,11159,3692,1997,2874,2347,6343
232,12207,4008,2144,3120,2521,6962
233,13472,4464,2292,3427,2786,7625
234,13270,4404,2289,3375,2861,7709
235,11545,4109,2075,3029,2677,6835
236,11065,3885,2008,2878,2588,6576
237,8817,3271,1733,2340,2244,5258
