,0,1,2,3,4,5
0,6293,2018,1039,1529,1329,3594
1,5665,1852,951,1374,1219,3227
2,5380,1811,919,1315,1164,3062
3,5101,1739,861,1251,1115,2930
4,4881,1735,864,1223,1101,2831
5,5009,1808,909,1275,1164,2918
6,5114,1959,958,1331,1220,3038
7,5411,2215,1047,1452,1336,3224
8,5558,2370,1145,1585,1460,3297
9,6146,2586,1248,1763,1633,3613
10,6550,2768,1388,1902,1703,3799
11,7228,2907,1500,2053,1755,4145
12,7918,3070,1582,2194,1853,4524
13,8071,3039,1557,2205,1853,4581
14,8316,3078,1531,2232,1875,4635
15,8314,3080,1481,2216,1869,4608
16,8565,3159,1540,2278,1965,4804
17,8549,3258,1573,2336,2043,4797
18,10101,3571,1746,2657,2247,5698
19,10055,3514,1704,2584,2222,5678
20,9512,3317,1625,2428,2100,5352
21,8975,3100,1523,2246,1988,5029
22,8252,2811,1403,2035,1807,4656
23,7212,2429,1208,1744,1553,4078
24,5709,1999,1009,1450,1319,3332
25,5211,1871,934,1338,1220,3024
26,4902,1800,893,1278,1172,2848
27,4776,1791,879,1256,1143,2788
28,4658,1788,888,1242,1113,2749
29,4969,1918,938,1332,1237,2922
30,5317,2143,1021,1468,1429,3178
31,6212,2437,1174,1708,1534,3713
32,6546,2546,1246,1801,1553,3919
33,6987,2678,1291,1916,1680,4148
34,7313,2757,1361,1997,1740,4276
35,7922,2846,1433,2098,1772,4615
36,8444,2894,1481,2171,1863,4828
37,8536,2814,1411,2117,1834,4793
38,8734,2747,1400,2110,1898,4855
39,9637,3078,1488,2324,1944,5419
40,10476,3303,1595,2500,2110,5942
41,11703,3711,1763,2766,2366,6610
42,11204,3633,1750,2715,2377,6541
43,9359,3287,1545,2387,2160,5558
44,8788,2830,1382,2138,2061,5126
45,8106,2649,1286,1984,1951,4764
46,7330,2304,1181,1763,1789,4355
47,6632,2104,1073,1563,1542,3924
48,6044,1980,1005,1484,1420,3647
49,5460,1852,954,1396,1267,3385
50,5245,1806,932,1369,1219,3258
51,5189,1810,931,1363,1221,3267
52,5189,1832,957,1372,1243,3282
53,5631,2014,1065,1505,1343,3547
54,7135,2438,1267,1878,1642,4463
55,9497,3065,1621,2452,2047,5833
56,9974,3146,1692,2529,2118,6083
57,9850,3155,1673,2491,2124,5999
58,9526,3134,1680,2454,2056,5748
59,9842,3181,1727,2539,2130,5887
60,10311,3228,1762,2595,2146,6023
61,10313,3161,1745,2559,2073,6020
62,10538,3186,1767,2580,2136,6183
63,11186,3399,1871,2770,2244,6638
64,12322,3693,2045,3050,2422,7278
65,13735,4106,2212,3391,2665,8100
66,13832,4112,2206,3404,2745,8351
67,12458,3776,2007,3107,2649,7672
68,11945,3590,1911,2974,2560,7468
69,9120,2971,1534,2313,2065,5749
70,7964,2626,1382,2001,1896,5099
71,7310,2312,1276,1806,1676,4671
72,6733,2147,1163,1680,1527,4199
73,6333,2048,1108,1589,1449,3967
74,6155,2019,1093,1553,1406,3885
75,6121,2036,1094,1561,1399,3893
76,6171,2073,1125,1587,1417,3936
77,6687,2250,1210,1717,1521,4233
78,8483,2779,1468,2169,1843,5360
79,11129,3543,1833,2841,2212,6828
80,11767,3604,1892,2970,2289,7191
81,11506,3540,1855,2914,2277,6982
82,10916,3440,1851,2835,2232,6581
83,11067,3490,1861,2858,2274,6667
84,11285,3577,1884,2915,2295,6756
85,11128,3499,1856,2864,2274,6545
86,11300,3481,1849,2877,2214,6641
87,12149,3625,1920,3023,2267,7112
88,13414,3927,2100,3305,2506,7825
89,14790,4322,2269,3617,2792,8559
90,14669,4325,2222,3610,2852,8598
91,13096,3970,2018,3298,2638,7804
92,12431,3718,1949,3126,2524,7464
93,9226,3006,1565,2380,2005,5587
94,7917,2607,1371,2047,1744,4819
95,7205,2344,1234,1826,1596,4401
96,6324,2112,1117,1611,1420,3950
97,5871,1977,1054,1520,1351,3723
98,5648,1931,1025,1479,1306,3606
99,5590,1928,1016,1469,1291,3552
100,5580,1944,1047,1478,1314,3549
101,6045,2098,1121,1600,1409,3793
102,7622,2582,1378,2030,1701,4803
103,10150,3278,1726,2637,2100,6181
104,10638,3359,1774,2728,2181,6419
105,10510,3321,1726,2660,2144,6276
106,10133,3254,1684,2589,2091,6006
107,10483,3276,1685,2634,2172,6117
108,10652,3339,1726,2696,2305,6123
109,10565,3273,1719,2644,2287,5966
110,10860,3282,1720,2663,2282,6080
111,11933,3409,1791,2811,2395,6627
112,13043,3989,2038,3101,2577,7272
113,14239,4351,2176,3371,2803,7987
114,14168,4314,2162,3492,2898,8080
115,12401,4027,1958,3172,2668,7209
116,11698,3560,1802,2896,2570,6945
117,9048,2898,1479,2262,2137,5341
118,7852,2560,1316,1979,1915,4639
119,7083,2265,1185,1772,1710,4188
120,6261,2077,1074,1575,1484,3594
121,5800,1959,1018,1456,1390,3321
122,5575,1927,984,1401,1347,3189
123,5487,1926,978,1395,1332,3142
124,5420,1953,996,1398,1335,3117
125,5858,2108,1084,1525,1387,3363
126,7282,2545,1296,1918,1666,4271
127,9589,3227,1608,2493,1956,5558
128,10126,3321,1672,2610,2063,5752
129,10111,3307,1639,2594,2075,5655
130,9772,3249,1624,2531,2052,5420
131,10042,3273,1654,2619,2098,5550
132,10256,3281,1657,2658,2113,5673
133,10116,3228,1576,2551,2184,5605
134,10305,3171,1563,2553,2107,5692
135,11188,3351,1639,2732,2200,6139
136,12254,3691,1789,3101,2398,6680
137,13480,4040,1951,3375,2631,7372
138,13014,3955,1966,3223,2645,7314
139,11168,3623,1773,2841,2489,6374
140,10552,3473,1688,2704,2316,6057
141,8581,2797,1413,2158,1963,4941
142,7638,2457,1278,1905,1716,4397
143,6992,2209,1145,1701,1515,4013
144,6376,2097,1048,1552,1416,3741
