,0,1,2,3,4,5
0,6144,1750,918,1390,1176,3432
1,5495,1575,828,1247,1062,3069
2,5219,1518,796,1178,1016,2900
3,4958,1468,742,1116,955,2758
4,4724,1481,738,1083,933,2659
5,4845,1558,779,1130,1003,2763
6,4971,1691,834,1191,1097,2889
7,5263,1867,887,1304,1183,3053
8,5355,1938,960,1382,1201,3036
9,5890,2149,1036,1542,1325,3293
10,6283,2223,1137,1674,1364,3518
11,6953,2314,1231,1806,1476,3868
12,7665,2496,1314,1947,1529,4214
13,7790,2509,1286,1962,1553,4262
14,8028,2468,1270,1971,1520,4360
15,8040,2525,1269,1961,1520,4370
16,8275,2658,1319,2038,1621,4515
17,8277,2829,1385,2120,1722,4549
18,9862,3205,1578,2441,2006,5483
19,9858,3132,1549,2382,1972,5453
20,9318,2890,1442,2222,1864,5185
21,8793,2651,1366,2053,1760,4879
22,8077,2417,1250,1863,1596,4476
23,7078,2050,1075,1567,1380,3933
24,5546,1640,887,1268,1148,3209
25,5073,1551,830,1180,1069,2906
26,4795,1488,801,1124,1033,2737
27,4652,1500,798,1107,1002,2691
28,4540,1516,840,1097,976,2641
29,4857,1639,878,1180,1057,2818
30,5200,1824,966,1315,1183,3089
31,6125,2123,1137,1564,1352,3605
32,6446,2284,1217,1656,1386,3803
33,6898,2386,1279,1773,1491,4041
34,7199,2456,1349,1846,1575,4163
35,7819,2571,1426,1951,1640,4500
36,8330,2647,1499,2046,1722,4761
37,8468,2618,1470,2043,1712,4758
38,8720,2610,1496,2069,1712,4855
39,9533,2789,1567,2203,1789,5304
40,10375,3086,1674,2390,1992,5850
41,11599,3478,1853,2679,2217,6531
42,11152,3369,1805,2600,2234,6491
43,9259,2906,1563,2229,2022,5472
44,8675,2668,1467,2082,1886,5183
45,7964,2471,1363,1916,1730,4810
46,7166,2197,1236,1696,1563,4352
47,6457,1909,1091,1479,1352,3912
48,5865,1787,1006,1406,1211,3640
49,5422,1669,961,1313,1121,3395
50,5203,1623,937,1275,1086,3251
51,5147,1608,919,1261,1060,3242
52,5114,1616,956,1266,1062,3248
53,5561,1778,1025,1399,1142,3510
54,7064,2207,1235,1773,1448,4454
55,9431,2842,1570,2351,1792,5822
56,9888,2926,1647,2422,1867,6051
57,9759,2867,1641,2390,1887,5925
58,9428,2829,1616,2343,1841,5735
59,9737,2895,1642,2422,1860,5873
60,10023,2879,1717,2473,1902,5990
61,10023,2820,1683,2435,1889,5952
62,10260,2873,1698,2462,1909,6082
63,11059,3055,1795,2628,1967,6540
64,12197,3377,1958,2895,2154,7176
65,13624,3773,2111,3256,2402,8000
66,13717,3836,2118,3266,2546,8251
67,12305,3466,1936,2964,2401,7577
68,11807,3292,1847,2832,2287,7363
69,8972,2637,1490,2150,1828,5615
70,7813,2307,1303,1850,1636,4952
71,7170,2007,1164,1653,1446,4529
72,6585,1880,1087,1544,1287,4062
73,6187,1789,1042,1459,1213,3833
74,6016,1747,1030,1416,1171,3745
75,5986,1754,1017,1418,1163,3735
76,6029,1786,1044,1435,1190,3772
77,6536,1907,1127,1563,1300,4058
78,8316,2411,1372,1986,1603,5172
79,10960,3215,1737,2646,1992,6602
80,11567,3270,1792,2766,2095,6971
81,11335,3152,1754,2717,2081,6770
82,10739,3062,1708,2640,2006,6337
83,10869,3113,1720,2650,2037,6411
84,11080,3200,1757,2708,2056,6523
85,10937,3105,1741,2667,1972,6363
86,11134,3154,1791,2705,1995,6475
87,12014,3391,1881,2901,2083,6998
88,13287,3697,2034,3203,2314,7719
89,14674,4102,2229,3518,2599,8436
90,14570,4040,2220,3501,2691,8502
91,12985,3627,2008,3168,2505,7676
92,12327,3431,1899,3005,2392,7334
93,9101,2681,1527,2253,1888,5467
94,7813,2300,1360,1919,1607,4687
95,7091,2045,1199,1701,1421,4258
96,6201,1823,1074,1496,1273,3815
97,5764,1703,1018,1392,1200,3589
98,5537,1667,986,1346,1157,3477
99,5475,1666,975,1335,1136,3426
100,5459,1679,1001,1342,1150,3426
101,5937,1819,1088,1467,1236,3666
102,7524,2311,1329,1887,1499,4673
103,10029,2959,1697,2497,1887,6074
104,10539,3057,1771,2622,1985,6309
105,10374,3044,1708,2550,1970,6189
106,10025,2947,1681,2472,1915,5909
107,10372,2996,1685,2512,1956,5998
108,10508,3067,1694,2562,1969,6010
109,10420,2967,1648,2487,1889,5860
110,10712,2966,1658,2506,1891,5937
111,11648,3130,1698,2669,1982,6438
112,12746,3433,1861,2944,2192,7097
113,13972,3808,2036,3273,2452,7842
114,13904,3831,2042,3263,2547,8006
115,12152,3452,1819,2924,2345,7116
116,11621,3321,1748,2771,2261,6843
117,8911,2618,1441,2134,1802,5277
118,7699,2232,1267,1849,1561,4566
119,6948,1989,1141,1644,1374,4087
120,6143,1813,1064,1437,1196,3503
121,5687,1702,983,1338,1102,3243
122,5465,1686,953,1293,1061,3115
123,5372,1682,943,1281,1042,3072
124,5296,1682,968,1282,1042,3032
125,5722,1800,1029,1384,1102,3256
126,7105,2193,1228,1764,1341,4133
127,9440,2847,1538,2334,1716,5421
128,10000,3050,1661,2503,1841,5707
129,10052,3085,1677,2510,1906,5652
130,9710,3050,1652,2447,1810,5402
131,9976,3062,1690,2500,1840,5548
132,10168,3083,1714,2548,1910,5654
133,10064,3081,1646,2479,1892,5580
134,10316,3068,1614,2498,1915,5718
135,11167,3270,1693,2668,1989,6120
136,12226,3602,1822,2923,2195,6658
137,13448,3950,1986,3200,2450,7351
138,12962,3882,1962,3178,2458,7268
139,11108,3459,1759,2773,2244,6329
140,10469,3275,1651,2622,2130,5969
141,8466,2575,1367,2063,1763,4851
142,7518,2213,1212,1798,1524,4304
143,6869,1983,1077,1600,1372,3923
144,6241,1838,989,1444,1228,3666
145,5479,1674,912,1276,1115,3222
146,5243,1640,887,1221,1069,3092
147,5068,1616,856,1175,1029,2981
148,4896,1619,876,1161,1020,2901
149,5197,1702,924,1234,1085,3103
150,5495,1862,993,1336,1188,3312
151,5949,2078,1083,1484,1324,3545
152,6276,2276,1167,1643,1413,3681
153,6949,2476,1287,1804,1551,4074
154,7485,2607,1382,1941,1629,4328
155,8122,2675,1472,2084,1703,4584
156,8805,2837,1542,2197,1834,4897
