,0,1,2,3,4,5
0,6315,2075,992,1507,1398,3571
1,5653,1825,877,1356,1279,3197
2,5363,1832,862,1292,1241,3034
3,5102,1791,807,1265,1187,2882
4,4881,1809,800,1243,1183,2793
5,5008,1923,843,1298,1261,2903
6,5140,1993,891,1332,1364,3068
7,5409,2193,958,1456,1478,3257
8,5545,2347,1054,1566,1480,3271
9,6116,2576,1144,1741,1633,3528
10,6523,2745,1268,1885,1715,3753
11,7210,2857,1359,2048,1884,4118
12,7920,3009,1433,2168,1952,4471
13,7982,2886,1368,2181,1929,4484
14,8222,2868,1354,2151,1823,4527
15,8217,2889,1340,2122,1777,4549
16,8466,3027,1407,2199,1870,4714
17,8468,3213,1463,2287,1978,4744
18,10053,3580,1655,2599,2240,5636
19,10030,3493,1636,2541,2225,5609
20,9494,3292,1528,2386,2104,5362
21,8994,3092,1448,2235,2004,5062
22,8301,2883,1340,2066,1855,4677
23,7271,2503,1164,1763,1611,4126
24,5760,2072,967,1450,1391,3377
25,5274,1959,910,1363,1320,3068
26,4961,1900,879,1311,1288,2886
27,4843,1939,863,1308,1277,2856
28,4725,1971,887,1308,1270,2833
29,5045,2112,929,1397,1370,3018
30,5401,2321,1030,1554,1518,3300
31,6334,2649,1207,1811,1721,3834
32,6662,2815,1269,1912,1775,4019
33,7095,2913,1329,2034,1868,4247
34,7399,2992,1386,2107,1944,4372
35,8033,3096,1453,2211,2024,4734
36,8554,3193,1516,2301,2077,4986
37,8669,3148,1487,2281,2055,4968
38,8914,3116,1511,2305,2053,5059
39,9728,3308,1592,2438,2149,5508
40,10569,3612,1710,2617,2340,6057
41,11792,3999,1888,2910,2544,6736
42,11331,3860,1835,2820,2535,6674
43,9430,3381,1603,2425,2279,5634
44,8842,3138,1499,2276,2134,5335
45,8137,2937,1394,2108,1995,4963
46,7304,2642,1263,1906,1824,4503
47,6625,2362,1122,1688,1629,4073
48,6031,2192,1025,1607,1468,3798
49,5575,2046,969,1500,1335,3542
50,5339,1993,950,1465,1293,3379
51,5276,1987,939,1457,1313,3377
52,5256,2022,961,1469,1341,3404
53,5712,2223,1044,1615,1460,3687
54,7223,2671,1285,2000,1758,4640
55,9603,3316,1634,2587,2140,6015
56,10072,3412,1710,2666,2162,6238
57,9941,3347,1714,2638,2199,6111
58,9608,3332,1690,2592,2153,5905
59,9942,3394,1711,2676,2206,6055
60,10230,3421,1783,2716,2239,6167
61,10237,3352,1737,2640,2205,6128
62,10469,3369,1742,2701,2214,6251
63,11268,3563,1848,2871,2276,6699
64,12395,3873,2011,3126,2449,7329
65,13819,4268,2151,3478,2687,8148
66,13897,4264,2153,3458,2799,8375
67,12466,3876,1974,3143,2647,7683
68,11964,3684,1871,2985,2498,7449
69,9141,3018,1510,2306,2062,5693
70,7980,2662,1318,1998,1856,5030
71,7324,2385,1177,1795,1652,4606
72,6748,2224,1088,1675,1481,4125
73,6324,2079,1031,1577,1390,3879
74,6135,2039,999,1534,1348,3783
75,6087,2025,980,1532,1338,3773
76,6131,2064,989,1553,1378,3812
77,6638,2224,1078,1681,1487,4110
78,8427,2723,1341,2110,1796,5230
79,11079,3531,1704,2774,2194,6674
80,11702,3574,1770,2904,2306,7035
81,11456,3477,1733,2848,2305,6832
82,10856,3385,1679,2776,2240,6406
83,11003,3445,1697,2799,2287,6484
84,11227,3528,1727,2851,2284,6602
85,11057,3396,1696,2779,2177,6408
86,11217,3372,1706,2777,2153,6501
87,12081,3593,1780,2957,2201,7027
88,13349,3904,1932,3260,2435,7767
89,14737,4324,2120,3572,2725,8489
90,14637,4274,2124,3566,2797,8554
91,13068,3880,1957,3248,2617,7751
92,12412,3700,1855,3090,2518,7398
93,9199,2978,1472,2354,2027,5508
94,7929,2640,1327,2043,1768,4775
95,7228,2338,1167,1837,1610,4366
96,6320,2180,1073,1623,1477,3930
97,5923,2067,1035,1532,1407,3713
98,5698,2032,1002,1488,1344,3593
99,5642,2048,994,1500,1367,3564
100,5633,2079,999,1519,1409,3585
101,6119,2256,1093,1653,1525,3854
102,7713,2756,1356,2084,1808,4862
103,10228,3427,1737,2711,2205,6286
104,10749,3554,1802,2841,2313,6514
105,10589,3529,1748,2773,2338,6393
106,10250,3456,1717,2698,2277,6121
107,10612,3512,1718,2740,2353,6232
108,10777,3615,1747,2797,2351,6252
109,10698,3572,1734,2747,2257,6122
110,10984,3562,1759,2774,2268,6213
111,11932,3758,1844,2954,2411,6754
112,13035,4065,2005,3229,2587,7433
113,14246,4438,2175,3545,2846,8154
114,14162,4416,2167,3520,2894,8290
115,12396,4021,1947,3171,2697,7386
116,11855,3849,1850,2999,2578,7096
117,9151,3131,1525,2356,2112,5506
118,7947,2741,1348,2073,1866,4802
119,7186,2500,1227,1865,1709,4328
120,6366,2292,1131,1645,1499,3726
121,5897,2148,1039,1534,1365,3450
122,5660,2115,1007,1484,1317,3314
123,5559,2126,993,1483,1304,3281
124,5496,2165,999,1493,1313,3264
125,5937,2328,1081,1621,1410,3520
126,7339,2753,1298,2011,1731,4420
127,9700,3450,1631,2606,2186,5736
128,10282,3703,1762,2805,2390,6022
129,10352,3790,1795,2834,2509,5976
130,10031,3814,1779,2778,2453,5716
131,10321,3850,1818,2846,2495,5866
132,10521,3875,1840,2889,2537,5987
133,10385,3795,1759,2777,2418,5906
134,10593,3706,1731,2760,2351,6004
135,11413,3827,1790,2893,2363,6373
136,12475,4168,1917,3146,2582,6910
137,13689,4501,2077,3417,2842,7604
138,13203,4406,2059,3397,2829,7522
139,11343,3996,1867,2994,2613,6566
140,10704,3816,1753,2856,2484,6223
141,8716,3153,1474,2308,2154,5122
142,7795,2796,1332,2057,1927,4584
143,7158,2591,1207,1857,1791,4226
144,6556,2485,1129,1719,1676,3988
145,5810,2350,1070,1574,1600,3587
146,5571,2337,1052,1537,1592,3461
147,5416,2371,1038,1527,1602,3399
148,5272,2441,1063,1541,1642,3362
149,5598,2590,1133,1646,1756,3610
150,5935,2815,1230,1778,1909,3870
151,6410,3112,1342,1962,2091,4140
152,6803,3401,1453,2163,2264,4311
153,7510,3674,1594,2342,2436,4726
154,8054,3860,1712,2496,2530,5000
155,8728,3975,1811,2644,2635,5274
156,9416,4133,1873,2758,2767,5561
157,9312,3901,1822,2659,2624,5437
158,9403,3857,1807,2638,2509,5370
159,9268,3793,1761,2595,2405,5250
160,9572,3978,1798,2717,2479,5407
161,9412,4040,1808,2699,2600,5352
162,10745,4286,1975,2975,2809,6159
163,10602,4146,1904,2905,2781,6084
164,9998,3971,1803,2735,2656,5802
165,9502,3824,1730,2592,2573,5551
166,8835,3514,1621,2388,2398,5197
167,7805,3195,1466,2144,2172,4604
168,6448,2901,1317,1856,1910,3829
169,5748,2712,1231,1694,1795,3424
170,5481,2683,1202,1642,1751,3285
171,5288,2710,1196,1643,1737,3232
172,5164,2756,1214,1643,1764,3225
173,5356,2887,1278,1720,1865,3359
174,5580,3091,1371,1845,2026,3571
175,5980,3397,1459,1964,2164,3833
176,6168,3503,1534,2065,2266,3985
177,6740,3722,1626,2239,2368,4308
178,7230,3829,1742,2364,2438,4574
179,7886,3942,1825,2523,2550,4958
180,8613,4123,1920,2682,2666,5297
181,8610,3976,1860,2644,2561,5221
182,8811,3880,1814,2602,2431,5246
183,8816,3861,1759,2550,2388,5204
184,9124,4045,1865,2648,2475,5411
185,9099,4161,1900,2718,2629,5435
186,10629,4523,2100,3054,2894,6304
187,10569,4439,2056,3003,2860,6232
188,10051,4234,1971,2875,2736,5966
189,9446,4011,1894,2729,2674,5669
190,8739,3717,1766,2535,2495,5228
191,7663,3366,1588,2232,2253,4591
192,6419,3028,1436,1915,2019,3993
193,6012,2950,1392,1835,1927,3765
194,5805,2968,1384,1819,1900,3656
195,5809,3067,1399,1859,1949,3719
196,5840,3139,1449,1903,2011,3780
197,6361,3359,1548,2084,2171,4101
