,0,1,2,3,4,5
0,6202,1872,922,1440,1271,3433
1,5556,1595,806,1255,1135,3034
2,5283,1559,787,1196,1061,2879
3,5030,1524,742,1140,1014,2753
4,4808,1541,739,1113,1003,2659
5,4867,1640,785,1169,1091,2773
6,5071,1779,844,1235,1193,2906
7,5370,1972,907,1356,1292,3073
8,5458,2025,960,1423,1368,3146
9,6005,2413,1091,1586,1534,3321
10,6398,2361,1152,1720,1520,3564
11,7078,2654,1291,1962,1702,3988
12,7790,2794,1360,2078,1748,4322
13,7892,2737,1309,2066,1723,4301
14,8096,2648,1280,2052,1648,4376
15,8091,2665,1274,2021,1617,4378
16,8318,2773,1322,2087,1713,4519
17,8308,2947,1374,2166,1815,4534
18,9897,3330,1568,2476,2079,5448
19,9886,3241,1544,2418,2072,5441
20,9351,3053,1435,2277,1966,5166
21,8833,2833,1353,2117,1858,4866
22,8128,2601,1237,1934,1686,4463
23,7119,2237,1064,1638,1477,3929
24,5609,1802,864,1323,1242,3190
25,5122,1688,800,1231,1143,2876
26,4817,1628,766,1176,1089,2697
27,4686,1636,743,1156,1053,2637
28,4560,1648,757,1153,1040,2597
29,4872,1792,804,1242,1128,2785
30,5224,1980,899,1372,1244,3051
31,6152,2273,1067,1619,1438,3575
32,6473,2424,1126,1715,1487,3759
33,6906,2515,1177,1828,1570,4000
34,7204,2591,1233,1902,1641,4121
35,7834,2698,1289,2004,1708,4467
36,8347,2772,1349,2090,1773,4718
37,8459,2710,1314,2069,1749,4712
38,8689,2649,1319,2075,1742,4797
39,9479,2795,1386,2197,1816,5241
40,10320,3089,1503,2377,2006,5781
41,11555,3483,1677,2665,2233,6454
42,11112,3386,1631,2587,2232,6419
43,9230,2951,1430,2218,2020,5406
44,8654,2737,1343,2089,1913,5116
45,7959,2563,1248,1931,1760,4751
46,7175,2298,1130,1726,1600,4296
47,6478,2035,996,1521,1412,3879
48,5900,1912,925,1453,1283,3551
49,5470,1664,853,1302,1208,3323
50,5260,1636,842,1280,1197,3176
51,5134,1662,859,1281,1113,3177
52,5126,1699,894,1295,1137,3203
53,5589,1891,982,1437,1241,3477
54,7109,2337,1218,1826,1553,4431
55,9483,2987,1564,2413,1934,5808
56,9956,3106,1657,2501,2014,6054
57,9833,3048,1663,2473,2052,5933
58,9506,3030,1637,2425,1997,5741
59,9838,3096,1661,2515,2024,5885
60,10119,3094,1739,2563,2062,6008
61,10099,3008,1682,2508,2017,5961
62,10311,3005,1667,2510,2000,6065
63,11103,3175,1765,2674,2053,6515
64,12247,3510,1944,2947,2237,7158
65,13676,3924,2096,3311,2502,7992
66,13771,3972,2108,3321,2629,8250
67,12360,3618,1936,3024,2493,7580
68,11868,3448,1849,2897,2380,7381
69,9041,2811,1494,2228,1947,5640
70,7884,2473,1310,1932,1759,4981
71,7244,2202,1180,1736,1575,4573
72,6670,2069,1102,1623,1411,4109
73,6263,1958,1055,1538,1333,3875
74,6086,1918,1032,1500,1301,3789
