,0,1,2,3,4,5
0,6285,2003,972,1497,1364,3558
1,5632,1823,879,1347,1228,3180
2,5353,1778,855,1289,1188,3020
3,5100,1748,804,1235,1133,2892
4,4881,1769,796,1208,1137,2809
5,5014,1882,841,1266,1222,2917
6,5139,2024,901,1335,1301,3057
7,5446,2240,978,1464,1425,3251
8,5552,2348,1060,1561,1490,3261
9,6113,2559,1147,1735,1620,3519
10,6514,2727,1268,1879,1675,3751
11,7210,2839,1361,2038,1828,4124
12,7919,2992,1431,2153,1885,4467
13,8017,2926,1381,2136,1851,4462
14,8200,2800,1341,2142,1795,4538
15,8204,2904,1354,2127,1764,4547
16,8484,3047,1420,2205,1858,4704
17,8482,3238,1482,2299,1987,4744
18,10060,3593,1666,2607,2249,5661
19,10006,3441,1624,2523,2235,5643
20,9469,3266,1517,2378,2094,5363
21,8968,3051,1441,2225,1989,5056
22,8278,2837,1331,2046,1831,4663
23,7274,2430,1144,1738,1613,4105
24,5723,2005,944,1421,1378,3356
25,5231,1884,880,1320,1275,3035
26,4915,1823,846,1267,1229,2854
27,4806,1831,823,1254,1213,2805
28,4683,1846,831,1250,1204,2768
29,4998,1993,882,1343,1298,2961
30,5355,2190,981,1481,1440,3233
31,6279,2506,1153,1736,1632,3771
32,6618,2690,1225,1848,1707,3963
33,7054,2776,1278,1966,1800,4204
34,7355,2863,1343,2048,1876,4328
35,7986,2972,1400,2148,1953,4684
36,8494,3041,1454,2226,1996,4912
37,8611,2927,1395,2177,1944,4864
38,8802,2884,1393,2182,1871,4930
39,9571,2995,1449,2282,1916,5341
40,10410,3276,1565,2458,2118,5885
41,11635,3668,1733,2743,2354,6556
42,11174,3540,1682,2653,2341,6499
43,9295,3097,1476,2285,2132,5493
44,8719,2878,1384,2146,2000,5188
45,8031,2707,1291,1992,1855,4823
46,7251,2445,1171,1796,1693,4369
47,6541,2167,1036,1585,1501,3942
48,5958,2021,954,1500,1353,3665
49,5504,1881,894,1393,1245,3407
50,5273,1825,867,1354,1206,3245
51,5212,1820,861,1342,1191,3241
52,5188,1846,878,1353,1205,3261
53,5644,2037,962,1497,1320,3534
54,7161,2477,1199,1879,1621,4485
55,9537,3122,1549,2459,1994,5849
56,10004,3229,1625,2541,2059,6090
57,9873,3154,1628,2514,2094,5966
58,9541,3140,1603,2468,2030,5769
59,9879,3190,1615,2551,2066,5904
60,10164,3202,1688,2597,2097,6019
61,10155,3129,1652,2559,2073,5992
62,10373,3146,1650,2578,2103,6113
63,11134,3299,1744,2740,2169,6554
64,12261,3599,1904,2991,2339,7183
65,13680,4003,2050,3344,2588,8009
66,13766,4024,2058,3342,2698,8248
67,12354,3667,1896,3045,2554,7574
68,11860,3497,1798,2905,2424,7363
69,9040,2844,1438,2228,1984,5613
70,7885,2497,1251,1927,1786,4959
71,7241,2221,1121,1733,1597,4545
72,6665,2069,1031,1611,1420,4066
73,6249,1936,972,1513,1329,3823
74,6068,1899,948,1475,1296,3736
75,6027,1897,933,1481,1284,3739
76,6072,1952,944,1503,1312,3782
77,6583,2119,1033,1643,1433,4082
78,8383,2619,1304,2079,1755,5206
79,11032,3452,1674,2747,2157,6655
80,11663,3513,1747,2884,2269,7032
81,11432,3427,1716,2840,2275,6839
82,10835,3356,1670,2772,2223,6407
83,10984,3407,1685,2790,2269,6479
84,11213,3482,1721,2847,2282,6595
85,11063,3398,1709,2801,2200,6427
86,11246,3435,1726,2815,2198,6532
87,12126,3669,1808,3005,2278,7064
88,13384,3967,1963,3303,2508,7791
89,14758,4354,2139,3611,2785,8506
90,14645,4282,2133,3594,2828,8557
91,13051,3858,1950,3254,2630,7731
92,12388,3664,1836,3080,2508,7370
93,9167,2926,1449,2338,2008,5507
94,7897,2560,1295,2014,1739,4733
95,7185,2306,1152,1799,1571,4319
96,6308,2063,1022,1590,1417,3873
97,5871,1942,968,1485,1350,3647
98,5645,1912,945,1439,1296,3522
99,5587,1933,938,1441,1295,3487
100,5590,1988,953,1464,1327,3474
101,6045,2101,1028,1570,1452,3734
102,7639,2634,1311,2005,1753,4743
103,10152,3257,1676,2624,2124,6194
104,10670,3417,1751,2777,2251,6426
105,10544,3420,1707,2716,2249,6312
106,10215,3364,1682,2645,2241,6042
107,10591,3418,1687,2685,2346,6148
108,10755,3514,1712,2735,2340,6166
109,10642,3412,1668,2646,2253,5998
110,10873,3299,1646,2665,2200,6057
111,11794,3455,1714,2823,2270,6571
112,12906,3860,1905,3116,2493,7262
113,14137,4279,2089,3439,2766,8001
114,14095,4199,2077,3430,2852,8147
115,12341,3831,1876,3055,2646,7254
116,11813,3703,1800,2915,2516,6988
117,9132,3027,1483,2289,2082,5419
118,7939,2668,1317,2023,1855,4730
119,7186,2447,1203,1825,1698,4265
120,6383,2273,1123,1618,1514,3672
121,5931,2138,1046,1513,1416,3411
122,5698,2129,1016,1476,1381,3282
123,5610,2150,1010,1482,1385,3257
124,5561,2222,1026,1502,1416,3251
125,6006,2399,1113,1643,1541,3501
126,7408,2821,1322,2031,1797,4394
