,Total electric load (kW),Total NG load (kW),Total fuel oil load (kW)
0,454732.4738451162,1122508.6401952228,565427.9555700824
1,441273.7191694687,1125382.904538672,575544.9160874801
2,429583.37304407265,1122381.4405164162,565125.9111245912
3,438012.4919874466,1139695.6438977658,584904.3076098425
4,454453.5368140289,1203688.2252843014,592646.0967679946
5,492548.60287308786,1266241.90351492,620465.8840457244
6,563608.6142863791,1353409.3093323843,643046.959329468
7,619054.8523373185,1357827.296073628,644538.2463102225
8,646978.1788846372,1422690.199848,700911.3625596951
9,666688.587916092,1445450.8925733536,736469.4188134795
10,664018.290904476,1456004.2146869022,750668.3330032727
11,656075.4093017867,1508626.6646858666,779821.726481179
12,661196.9297394761,1533929.424263471,791501.6289662614
13,607669.6224134421,1327737.6263050514,685593.7066273324
14,569128.2301317473,1157497.7989503806,609318.7563089501
15,553082.824954422,1071594.5119011293,549786.2108082323
16,602763.9100026453,1158592.594524989,561029.0979975718
17,662250.1762167074,1194385.784270582,563774.2370581314
18,722488.2273535748,1214682.0597131373,554634.3018462835
19,735333.1260074048,1212708.7190352578,567499.3346082326
20,707513.7595343827,1264023.6431498628,596285.2571107538
21,694701.0429779261,1324411.0043234115,653546.4202044815
22,655297.460922313,1405930.6459706752,694164.9459307222
23,591221.0970426962,1421990.0917178777,706492.4552232301
24,543571.9282752126,1452922.9207862052,718419.5858788957
25,541802.0765569101,1494016.7280167951,751729.9991033534
26,533866.5211631157,1509910.0114773687,750661.449267237
27,544011.5597713147,1529557.977272284,779577.2176251546
28,556696.1951924134,1606885.0458363823,780027.0148270382
29,596624.3622832933,1671687.751924546,812690.1807599738
30,659677.4986739041,1719690.408171041,821203.5213309507
31,726892.7503671482,1707773.481348145,810162.9564496969
32,733576.8361632825,1744687.1061397425,849589.6253609717
33,747376.1736149929,1788629.447091898,888941.4927189155
34,726054.3153703783,1777176.6168740464,895930.3983654042
35,731287.873914234,1798617.8434884786,917430.3921185922
36,705239.1938199159,1769976.3303732772,907326.442556043
37,626818.4896586363,1481238.861850934,773493.8587014881
38,568217.5022388427,1270516.5905987408,674631.2577713387
39,539835.4181129523,1097246.0846537414,570600.8399956612
40,586468.7082931063,1108146.1038102526,555608.8230167329
41,674403.1042002568,1082004.5671700067,517149.2568885242
42,730004.8612155181,1051768.9570729414,490556.9054402303
43,709799.145710794,1069135.106098434,511423.120165331
44,681147.1374459667,1102987.5793122766,523776.5832072087
45,638927.0933470825,1161710.3081371612,565592.1708150739
46,586437.5638888181,1203486.4569947405,592938.9408306382
47,501422.33953311195,1179829.0714460344,589004.1021285251
48,464309.7750143723,1161038.1710890338,575207.0360850963
49,448820.1177564766,1154685.952297517,582943.5296517112
50,438156.53897496994,1134801.297660382,571593.1024881522
51,448839.5360210842,1158795.7280285433,595433.2453096256
52,462906.88144519186,1217949.1628083643,602164.1083251002
53,501153.04186664376,1290200.6700114522,627287.2256644407
54,581851.7597124247,1384273.6626267876,645844.641812219
55,636472.3717723947,1380734.0203757866,638844.6761263759
56,657982.973702224,1467975.990115629,703598.7429229263
57,655878.2957363334,1472637.2550219903,732703.625331567
58,656281.2331844461,1448815.4825912002,738566.4852148758
59,661007.4669550126,1474077.3438183262,762858.6464704864
60,644220.5741150954,1454010.6660553406,758402.0064373567
61,578320.3432481448,1259612.0124325536,652449.336068903
62,540248.9774693062,1073970.8789589843,576976.5507838656
63,523217.6089572325,957973.1422644728,488952.56538068305
64,567932.234355338,947203.6885318091,460970.9627133231
65,777051.9294345668,586086.8205886541,253212.90475452016
66,667115.9389569617,952201.6312661346,434584.95678446465
67,671711.0606363331,965034.7531639226,450103.4814603195
68,674048.303180901,1057646.1774713397,494625.1139827019
69,629602.4332594493,1097964.1997338925,529938.9875611564
70,566641.3187352319,1135439.2975184503,556805.3050206332
71,497302.55395640933,1115377.7060057905,554268.8707780502
72,455041.8149165803,1107750.0805952798,548865.1594916095
73,439206.07168968057,1118296.4137556881,565190.6023643647
74,435040.223149231,1121049.5079674567,557708.7936797104
75,451199.54872011614,1186294.3263903805,603526.8139808063
76,473538.2671662373,1278648.5260068565,628734.7098919601
77,534034.9044802452,1392031.435611173,671709.1763874774
78,608625.3941723263,1478656.290441354,694428.6641000444
79,649690.2169403827,1485365.8760136948,698383.0323842303
80,682634.5683819131,1593841.0702233575,773626.8909526104
81,709405.9260232368,1649254.7449112039,819111.4362781716
82,715295.2728724428,1690636.5605311447,849676.7598303913
83,707158.9241082515,1722823.1665194482,882349.868708432
84,693190.07206469,1759656.3540172842,901671.0752509147
85,637275.527159723,1519751.8481386583,780507.6748045704
86,595479.0096506433,1329664.1029077752,693599.3856712885
87,568639.2545498692,1179856.7821685788,603102.5282027705
88,602462.235519289,1187062.0228851344,590163.6014695967
89,691295.5999685922,1187617.634688981,571304.662972635
90,758630.5909736181,1197870.3848878494,553221.7385732391
91,722120.5403442017,1169342.914673611,550982.1982411139
92,695158.630164969,1159038.26574381,561192.01468659
93,666707.3145046207,1198551.3170008997,590271.5919732135
94,622185.5653688047,1230474.3338332165,610525.5847539932
95,529222.9779391908,1193332.2591655045,603408.6074528022
96,482975.3719829639,1184052.2029713052,590913.4608371938
97,465481.19310067815,1151284.6873885936,580182.3122521152
98,443295.24909873726,1129549.111760402,562853.5003545977
99,430320.167763086,1107151.958090504,571901.8862813184
100,441423.98049924773,1148314.0397575442,565523.1350176561
101,502773.56430018373,1221631.6455760368,590172.2167700548
102,565646.9102561418,1254843.4783093012,593147.8290329884
