,0,1,2,3,4,5
0,6139,1729,926,1379,1187,3435
1,5496,1560,842,1240,1071,3077
2,5222,1506,812,1172,1028,2906
3,4967,1461,762,1109,966,2765
4,4735,1468,762,1076,952,2669
5,4860,1541,798,1121,1017,2770
6,4982,1681,848,1183,1097,2897
7,5277,1856,908,1297,1186,3066
8,5367,1931,984,1376,1215,3071
9,5905,2138,1061,1537,1335,3326
10,6298,2258,1177,1672,1374,3554
11,6968,2353,1271,1818,1501,3909
12,7681,2488,1343,1944,1558,4253
13,7801,2492,1303,1954,1565,4271
14,8037,2453,1289,1978,1558,4381
15,8062,2566,1314,1981,1563,4406
16,8319,2703,1365,2057,1654,4555
17,8319,2875,1429,2142,1759,4591
18,9893,3232,1608,2453,2025,5508
19,9860,3110,1558,2377,1991,5487
20,9319,2904,1454,2227,1862,5204
21,8789,2657,1379,2057,1749,4890
22,8076,2428,1263,1866,1591,4475
23,7082,2043,1074,1567,1358,3922
24,5546,1627,876,1261,1124,3186
25,5067,1529,811,1168,1042,2875
26,4760,1471,779,1113,993,2698
27,4633,1462,760,1087,958,2637
28,4500,1462,776,1078,932,2584
29,4809,1581,816,1158,1006,2757
30,5150,1758,897,1286,1122,3024
31,6073,2047,1061,1534,1304,3543
32,6381,2196,1126,1623,1337,3733
33,6823,2287,1175,1734,1435,3968
34,7118,2354,1237,1805,1516,4089
35,7735,2464,1305,1905,1577,4429
36,8236,2523,1357,1992,1643,4677
37,8386,2475,1308,1976,1625,4653
38,8623,2480,1322,2005,1613,4751
39,9432,2652,1388,2135,1691,5198
40,10268,2938,1500,2316,1893,5737
41,11498,3334,1670,2601,2115,6408
42,11044,3232,1616,2521,2126,6370
43,9164,2774,1409,2158,1923,5362
44,8588,2551,1328,2021,1801,5066
45,7883,2364,1227,1858,1644,4692
46,7088,2101,1109,1642,1485,4232
47,6387,1816,961,1431,1283,3797
48,5797,1706,887,1358,1146,3526
49,5356,1583,843,1265,1056,3275
50,5141,1536,817,1230,1028,3125
51,5085,1529,813,1219,1012,3118
52,5053,1542,842,1223,1015,3124
53,5499,1704,916,1352,1098,3378
54,6999,2128,1128,1727,1396,4316
55,9367,2754,1466,2304,1739,5673
56,9830,2842,1544,2376,1808,5909
57,9701,2784,1540,2344,1829,5785
58,9368,2751,1518,2296,1782,5592
59,9683,2815,1532,2377,1806,5725
60,9968,2799,1605,2426,1833,5845
61,9966,2743,1574,2389,1813,5820
62,10200,2791,1587,2414,1840,5943
63,10983,2973,1686,2587,1917,6407
64,12119,3263,1840,2839,2099,7047
65,13547,3672,1999,3200,2346,7871
66,13636,3722,1998,3207,2474,8119
67,12228,3373,1837,2915,2328,7454
68,11742,3196,1744,2783,2224,7250
69,8914,2544,1378,2100,1757,5488
70,7747,2208,1188,1803,1563,4827
71,7106,1917,1052,1603,1374,4415
72,6525,1782,969,1491,1215,3949
73,6123,1691,918,1406,1137,3714
74,5953,1648,899,1363,1104,3630
75,5907,1645,887,1367,1097,3616
76,5945,1671,902,1383,1111,3653
77,6447,1800,984,1507,1212,3935
78,8233,2298,1243,1931,1517,5057
79,10878,3113,1607,2600,1913,6489
80,11496,3165,1673,2717,2013,6862
81,11260,3053,1638,2672,2014,6664
82,10662,2968,1588,2595,1944,6235
83,10797,3022,1596,2604,1970,6304
84,11009,3104,1631,2664,1991,6413
85,10868,3013,1619,2622,1914,6257
86,11060,3054,1654,2650,1938,6363
87,11935,3290,1741,2843,2014,6893
88,13203,3583,1889,3145,2233,7619
89,14588,3979,2075,3453,2524,8333
90,14482,3924,2068,3434,2601,8394
91,12897,3503,1867,3107,2403,7579
92,12242,3312,1762,2949,2293,7227
93,9019,2571,1387,2195,1781,5367
94,7738,2195,1222,1859,1511,4586
95,7024,1955,1075,1650,1327,4168
96,6144,1730,955,1443,1192,3724
97,5715,1624,906,1342,1124,3502
98,5495,1591,882,1299,1081,3387
99,5436,1602,881,1294,1074,3337
100,5421,1623,906,1303,1090,3321
101,5881,1722,982,1406,1193,3566
102,7463,2212,1236,1830,1456,4569
