,Total electric load (kW),Total NG load (kW),Total fuel oil load (kW)
0,463256.6339425128,387560.3843105194,266307.7018684186
1,422965.98953461845,381529.74071669416,265087.7339632368
2,409563.2768154586,390917.44228708703,268615.2507339204
3,415424.14747395186,395750.2871418873,285234.0295221511
4,439230.88918798714,425026.709164201,314681.0355194664
5,488788.6020180614,498052.6280563409,331216.1881709478
6,543106.6470351698,558948.9245290067,351714.4473826043
7,629431.7435248413,629686.7033926455,378731.7168292473
8,751885.1835507562,671099.4331254314,404614.50446741463
9,861824.4855383183,697444.0576828693,397613.5814741856
10,883277.7376161751,719911.0310657204,411706.52149524493
11,860844.4597484432,743523.5724534787,422782.7701825746
12,852598.1612259168,744961.4950959473,408118.2235586912
13,776818.1628108566,641750.5325867768,356956.71408694953
14,742102.2144628989,559737.3196053804,305525.7030356696
15,744193.7105831818,467055.1641473209,269097.8056659962
16,822569.2248653041,495608.34618449723,271573.59499884397
17,907765.2064753879,529730.8071963147,281865.0767299067
18,920628.0464998466,491088.96871099074,272365.6033956216
19,907191.3196611131,507516.4101378488,268400.0513960503
20,854983.9511347924,488431.84695111914,294226.0118820605
21,811022.7882433347,514041.69059507205,313949.54635992576
22,726849.9419298106,530951.7782771772,324523.696497702
23,525948.2564115431,730348.5191247913,462415.0042288674
24,486008.82244368875,720244.001250549,488092.8780629131
25,472286.3002776282,708638.9811451875,489559.68724541133
26,473618.69752538257,750350.9453542597,503501.5445792328
27,457387.6476267757,801778.998728981,586179.758933622
28,482695.59557246504,798803.5681146391,630521.7424904453
29,521042.7088058756,973943.2303742291,656988.608399639
30,623805.4225359289,1082151.7229396766,696219.036919303
31,722516.5100620688,1133966.0613967588,711423.6227127209
32,727917.4120057825,1171092.8811166727,748876.506709094
33,800910.3835258913,1150493.5541049957,739637.8090649892
34,826206.7923027576,1195316.0267516475,729882.4008438684
35,777979.3999412291,1204601.4206305416,730737.2485542354
36,796088.9512981983,1221113.0257979291,682388.3190180005
37,828032.5224601395,766826.1143329946,433342.74678357056
38,748685.2810968851,669037.3041578489,367007.4282897601
39,708609.6558427934,570347.159354204,301968.48168045294
40,799287.5913500299,608648.3455670889,309607.43543723435
41,902104.1687128342,628081.9210685164,328603.8269915213
42,949786.1314638291,634675.4017677917,323567.27004065766
43,933952.3897710344,604225.97276245,333815.774142953
44,891101.2774466027,550331.3399325013,349081.5402997042
45,843575.9767044189,572391.8935166973,360180.51456105785
46,762385.1346189113,605930.6980601,362490.6778902824
47,644912.6988019985,584340.4383886707,361469.78022422286
48,588326.7407178576,540618.2405271197,361511.78875242994
49,561685.8102242933,514972.8656628067,357233.25328178925
50,535674.7396707606,530842.0098492992,350287.50358042226
51,534749.9824011435,528861.3446549966,374909.7809960482
52,554967.1779811151,568122.9623720733,410740.83025463397
53,596089.2372973855,668084.1905733888,415055.4097349761
54,705824.65991345,702019.9907445122,420679.93452665524
