1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.532,0.493,0.584,0.584,0.532,0.532,0.532,0.532,0.532,0.644,0.771,0.771,0.771,0.771,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.4,0.4,0.4,0.4,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.58,0.58,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.538,0.538,0.538,0.538,0.538,0.701,0.701,0.701,0.804,0.458,0.458,0.458,0.458
0.473,0.403,0.563,0.563,0.473,0.473,0.473,0.473,0.473,0.637,0.81,0.81,0.81,0.81,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.505,0.505,0.505,0.505,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.687,0.687,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.504,0.504,0.504,0.504,0.504,0.81,0.81,0.81,0.81,0.466,0.466,0.466,0.466
0.488,0.465,0.603,0.603,0.488,0.488,0.488,0.488,0.488,0.608,0.81,0.81,0.81,0.81,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.679,0.679,0.679,0.679,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.81,0.81,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.564,0.564,0.564,0.564,0.564,0.81,0.81,0.81,0.81,0.52,0.52,0.52,0.52
0.491,0.379,0.546,0.546,0.491,0.491,0.491,0.491,0.491,0.608,0.81,0.81,0.81,0.81,0.606,0.606,0.606,0.606,0.606,0.606,0.606,0.606,0.606,0.606,0.606,0.606,0.588,0.588,0.588,0.588,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.699,0.81,0.81,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.499,0.499,0.499,0.499,0.499,0.81,0.81,0.81,0.81,0.418,0.418,0.418,0.418
0.561,0.41,0.475,0.475,0.561,0.561,0.561,0.561,0.561,0.539,0.81,0.81,0.81,0.81,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.62,0.62,0.62,0.62,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.81,0.81,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.476,0.476,0.476,0.476,0.476,0.81,0.81,0.81,0.81,0.486,0.486,0.486,0.486
0.619,0.375,0.386,0.386,0.619,0.619,0.619,0.619,0.619,0.408,0.81,0.81,0.81,0.81,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.487,0.487,0.487,0.487,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.731,0.81,0.81,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.374,0.374,0.374,0.374,0.374,0.81,0.81,0.81,0.81,0.333,0.333,0.333,0.333
0.518,0.33,0.354,0.354,0.518,0.518,0.518,0.518,0.518,0.316,0.81,0.81,0.81,0.81,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.774,0.774,0.774,0.774,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.805,0.805,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.344,0.344,0.344,0.344,0.344,0.81,0.81,0.81,0.81,0.437,0.437,0.437,0.437
0.582,0.266,0.33,0.33,0.582,0.582,0.582,0.582,0.582,0.395,0.809,0.809,0.809,0.809,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.81,0.81,0.81,0.81,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.794,0.794,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.337,0.337,0.337,0.337,0.337,0.808,0.808,0.808,0.81,0.416,0.416,0.416,0.416
0.564,0.345,0.321,0.321,0.564,0.564,0.564,0.564,0.564,0.338,0.783,0.783,0.783,0.783,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.81,0.81,0.81,0.81,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.81,0.81,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.354,0.354,0.354,0.354,0.354,0.728,0.728,0.728,0.81,0.514,0.514,0.514,0.514
0.555,0.368,0.469,0.469,0.555,0.555,0.555,0.555,0.555,0.388,0.791,0.791,0.791,0.791,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.81,0.81,0.81,0.81,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.81,0.81,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.414,0.414,0.414,0.414,0.414,0.753,0.753,0.753,0.81,0.416,0.416,0.416,0.416
