1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.453,0.49,0.424,0.424,0.453,0.453,0.453,0.453,0.453,0.423,0.807,0.807,0.807,0.807,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.676,0.676,0.676,0.676,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.766,0.766,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.396,0.396,0.396,0.396,0.396,0.803,0.803,0.803,0.808,0.274,0.274,0.274,0.274
0.457,0.405,0.379,0.379,0.457,0.457,0.457,0.457,0.457,0.539,0.742,0.742,0.742,0.742,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.48,0.48,0.48,0.48,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.787,0.787,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.378,0.378,0.378,0.378,0.378,0.649,0.649,0.649,0.769,0.214,0.214,0.214,0.214
0.432,0.474,0.424,0.424,0.432,0.432,0.432,0.432,0.432,0.36,0.764,0.764,0.764,0.764,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.722,0.722,0.722,0.722,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.795,0.795,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.371,0.371,0.371,0.371,0.371,0.808,0.808,0.808,0.673,0.257,0.257,0.257,0.257
0.493,0.316,0.375,0.375,0.493,0.493,0.493,0.493,0.493,0.314,0.772,0.772,0.772,0.772,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.67,0.67,0.67,0.67,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.651,0.651,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.334,0.334,0.334,0.334,0.334,0.808,0.808,0.808,0.698,0.249,0.249,0.249,0.249
0.31,0.213,0.327,0.327,0.31,0.31,0.31,0.31,0.31,0.404,0.778,0.778,0.778,0.778,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.618,0.618,0.618,0.618,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.447,0.447,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.287,0.287,0.287,0.287,0.287,0.81,0.81,0.81,0.716,0.298,0.298,0.298,0.298
0.305,0.19,0.196,0.196,0.305,0.305,0.305,0.305,0.305,0.366,0.799,0.799,0.799,0.799,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.687,0.687,0.687,0.687,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.539,0.539,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.236,0.236,0.236,0.236,0.236,0.81,0.81,0.81,0.776,0.231,0.231,0.231,0.231
0.414,0.202,0.299,0.299,0.414,0.414,0.414,0.414,0.414,0.47,0.767,0.767,0.767,0.767,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.781,0.781,0.781,0.781,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.601,0.601,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.273,0.273,0.273,0.273,0.273,0.755,0.755,0.755,0.742,0.257,0.257,0.257,0.257
0.508,0.247,0.35,0.35,0.508,0.508,0.508,0.508,0.508,0.348,0.765,0.765,0.765,0.765,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.79,0.79,0.79,0.79,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.543,0.543,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.276,0.276,0.276,0.276,0.276,0.759,0.759,0.759,0.746,0.234,0.234,0.234,0.234
0.409,0.205,0.311,0.311,0.409,0.409,0.409,0.409,0.409,0.416,0.79,0.79,0.79,0.79,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.675,0.675,0.675,0.675,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.254,0.254,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.278,0.278,0.278,0.278,0.278,0.808,0.808,0.808,0.77,0.258,0.258,0.258,0.258
0.333,0.413,0.465,0.465,0.333,0.333,0.333,0.333,0.333,0.539,0.708,0.708,0.708,0.708,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.564,0.564,0.564,0.564,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.251,0.251,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.429,0.429,0.429,0.429,0.429,0.742,0.742,0.742,0.667,0.268,0.268,0.268,0.268
