1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.408,0.497,0.572,0.572,0.408,0.408,0.408,0.408,0.408,0.617,0.666,0.666,0.666,0.666,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.499,0.499,0.499,0.499,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.447,0.447,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.451,0.451,0.451,0.451,0.451,0.672,0.672,0.672,0.68,0.226,0.226,0.226,0.226
0.346,0.352,0.373,0.373,0.346,0.346,0.346,0.346,0.346,0.393,0.696,0.696,0.696,0.696,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.649,0.434,0.434,0.434,0.434,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.561,0.561,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.333,0.333,0.333,0.333,0.333,0.664,0.664,0.664,0.767,0.304,0.304,0.304,0.304
0.478,0.396,0.393,0.393,0.478,0.478,0.478,0.478,0.478,0.373,0.676,0.676,0.676,0.676,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.628,0.628,0.628,0.628,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.601,0.601,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.343,0.343,0.343,0.343,0.343,0.599,0.599,0.599,0.703,0.219,0.219,0.219,0.219
0.264,0.376,0.331,0.331,0.264,0.264,0.264,0.264,0.264,0.333,0.631,0.631,0.631,0.631,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.664,0.773,0.773,0.773,0.773,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.574,0.574,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.323,0.323,0.323,0.323,0.323,0.46,0.46,0.46,0.694,0.263,0.263,0.263,0.263
0.295,0.31,0.435,0.435,0.295,0.295,0.295,0.295,0.295,0.493,0.645,0.645,0.645,0.645,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.808,0.808,0.808,0.808,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.439,0.439,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.358,0.358,0.358,0.358,0.358,0.549,0.549,0.549,0.7,0.243,0.243,0.243,0.243
0.18,0.243,0.33,0.33,0.18,0.18,0.18,0.18,0.18,0.324,0.585,0.585,0.585,0.585,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.697,0.697,0.697,0.697,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.316,0.316,0.316,0.316,0.316,0.409,0.409,0.409,0.713,0.321,0.321,0.321,0.321
0.426,0.404,0.307,0.307,0.426,0.426,0.426,0.426,0.426,0.319,0.727,0.727,0.727,0.727,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.745,0.745,0.745,0.745,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.618,0.618,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.31,0.31,0.31,0.31,0.31,0.76,0.76,0.76,0.737,0.188,0.188,0.188,0.188
0.318,0.547,0.445,0.445,0.318,0.318,0.318,0.318,0.318,0.454,0.759,0.759,0.759,0.759,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.719,0.719,0.719,0.719,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.578,0.578,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.409,0.409,0.409,0.409,0.409,0.787,0.787,0.787,0.762,0.227,0.227,0.227,0.227
0.401,0.435,0.359,0.359,0.401,0.401,0.401,0.401,0.401,0.436,0.769,0.769,0.769,0.769,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.808,0.808,0.808,0.808,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.435,0.435,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.365,0.365,0.365,0.365,0.365,0.794,0.794,0.794,0.77,0.292,0.292,0.292,0.292
0.248,0.481,0.36,0.36,0.248,0.248,0.248,0.248,0.248,0.38,0.62,0.62,0.62,0.62,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.768,0.768,0.768,0.768,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.313,0.313,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.357,0.357,0.357,0.357,0.357,0.55,0.55,0.55,0.653,0.224,0.224,0.224,0.224
0.305,0.383,0.352,0.352,0.305,0.305,0.305,0.305,0.305,0.351,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.703,0.703,0.703,0.703,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.364,0.364,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.34,0.34,0.34,0.34,0.34,0.533,0.533,0.533,0.648,0.163,0.163,0.163,0.163
0.295,0.376,0.419,0.419,0.295,0.295,0.295,0.295,0.295,0.374,0.765,0.765,0.765,0.765,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.808,0.808,0.808,0.808,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.456,0.456,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.372,0.372,0.372,0.372,0.372,0.763,0.763,0.763,0.75,0.236,0.236,0.236,0.236
0.356,0.391,0.506,0.506,0.356,0.356,0.356,0.356,0.356,0.476,0.77,0.77,0.77,0.77,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.81,0.81,0.81,0.81,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.637,0.637,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.456,0.456,0.456,0.456,0.456,0.782,0.782,0.782,0.769,0.299,0.299,0.299,0.299
0.495,0.42,0.62,0.62,0.495,0.495,0.495,0.495,0.495,0.608,0.783,0.783,0.783,0.783,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.81,0.81,0.81,0.81,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.62,0.62,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.529,0.529,0.529,0.529,0.529,0.801,0.801,0.801,0.747,0.468,0.468,0.468,0.468
0.668,0.486,0.635,0.635,0.668,0.668,0.668,0.668,0.668,0.645,0.783,0.783,0.783,0.783,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.81,0.81,0.81,0.81,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.654,0.778,0.778,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.551,0.551,0.551,0.551,0.551,0.786,0.786,0.786,0.753,0.352,0.352,0.352,0.352
0.602,0.606,0.701,0.701,0.602,0.602,0.602,0.602,0.602,0.667,0.81,0.81,0.81,0.81,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.647,0.647,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.622,0.622,0.622,0.622,0.622,0.81,0.81,0.81,0.81,0.28,0.28,0.28,0.28
0.55,0.723,0.762,0.762,0.55,0.55,0.55,0.55,0.55,0.756,0.797,0.797,0.797,0.797,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.81,0.81,0.81,0.81,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.746,0.746,0.746,0.746,0.746,0.773,0.773,0.773,0.81,0.703,0.703,0.703,0.703
0.416,0.694,0.706,0.706,0.416,0.416,0.416,0.416,0.416,0.729,0.806,0.806,0.806,0.806,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.81,0.81,0.81,0.81,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.682,0.682,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.695,0.695,0.695,0.695,0.695,0.81,0.81,0.81,0.807,0.599,0.599,0.599,0.599
0.429,0.64,0.597,0.597,0.429,0.429,0.429,0.429,0.429,0.714,0.802,0.802,0.802,0.802,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.81,0.81,0.81,0.81,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.774,0.774,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.618,0.618,0.618,0.618,0.618,0.81,0.81,0.81,0.789,0.411,0.411,0.411,0.411
