1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.159,0.268,0.301,0.301,0.159,0.159,0.159,0.159,0.159,0.432,0.655,0.655,0.655,0.655,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.657,0.657,0.657,0.657,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.451,0.451,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.312,0.312,0.312,0.312,0.312,0.782,0.782,0.782,0.439,0.214,0.214,0.214,0.214
0.131,0.273,0.228,0.228,0.131,0.131,0.131,0.131,0.131,0.244,0.666,0.666,0.666,0.666,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.611,0.611,0.611,0.611,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.354,0.354,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.251,0.251,0.251,0.251,0.251,0.786,0.786,0.786,0.429,0.294,0.294,0.294,0.294
0.282,0.259,0.267,0.267,0.282,0.282,0.282,0.282,0.282,0.478,0.738,0.738,0.738,0.738,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.578,0.578,0.578,0.578,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.377,0.377,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.298,0.298,0.298,0.298,0.298,0.765,0.765,0.765,0.639,0.301,0.301,0.301,0.301
0.568,0.294,0.24,0.24,0.568,0.568,0.568,0.568,0.568,0.424,0.672,0.672,0.672,0.672,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.536,0.536,0.536,0.536,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.444,0.444,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.308,0.308,0.308,0.308,0.308,0.615,0.615,0.615,0.592,0.33,0.33,0.33,0.33
0.587,0.293,0.417,0.417,0.587,0.587,0.587,0.587,0.587,0.42,0.701,0.701,0.701,0.701,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.501,0.501,0.501,0.501,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.466,0.466,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.372,0.372,0.372,0.372,0.372,0.739,0.739,0.739,0.569,0.284,0.284,0.284,0.284
0.563,0.38,0.4,0.4,0.563,0.563,0.563,0.563,0.563,0.435,0.753,0.753,0.753,0.753,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.531,0.531,0.531,0.531,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.332,0.332,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.39,0.39,0.39,0.39,0.39,0.782,0.782,0.782,0.69,0.248,0.248,0.248,0.248
0.581,0.412,0.431,0.431,0.581,0.581,0.581,0.581,0.581,0.425,0.756,0.756,0.756,0.756,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.522,0.522,0.522,0.522,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.345,0.345,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.399,0.399,0.399,0.399,0.399,0.788,0.788,0.788,0.687,0.279,0.279,0.279,0.279
0.446,0.364,0.405,0.405,0.446,0.446,0.446,0.446,0.446,0.471,0.746,0.746,0.746,0.746,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.542,0.542,0.542,0.542,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.641,0.488,0.488,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.372,0.372,0.372,0.372,0.372,0.759,0.759,0.759,0.683,0.17,0.17,0.17,0.17
0.528,0.423,0.413,0.413,0.528,0.528,0.528,0.528,0.528,0.496,0.757,0.757,0.757,0.757,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.455,0.455,0.455,0.455,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.408,0.408,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.392,0.392,0.392,0.392,0.392,0.791,0.791,0.791,0.676,0.241,0.241,0.241,0.241
0.541,0.511,0.382,0.382,0.541,0.541,0.541,0.541,0.541,0.404,0.751,0.751,0.751,0.751,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.495,0.495,0.495,0.495,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.452,0.452,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.408,0.408,0.408,0.408,0.408,0.774,0.774,0.774,0.702,0.276,0.276,0.276,0.276
0.545,0.424,0.324,0.324,0.545,0.545,0.545,0.545,0.545,0.388,0.736,0.736,0.736,0.736,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.323,0.323,0.323,0.323,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.508,0.508,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.368,0.368,0.368,0.368,0.368,0.702,0.702,0.702,0.726,0.248,0.248,0.248,0.248
0.529,0.338,0.36,0.36,0.529,0.529,0.529,0.529,0.529,0.36,0.688,0.688,0.688,0.688,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.194,0.194,0.194,0.194,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.632,0.632,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.338,0.338,0.338,0.338,0.338,0.737,0.737,0.737,0.566,0.294,0.294,0.294,0.294
0.666,0.408,0.316,0.316,0.666,0.666,0.666,0.666,0.666,0.349,0.69,0.69,0.69,0.69,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.256,0.256,0.256,0.256,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.58,0.58,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.332,0.332,0.332,0.332,0.332,0.725,0.725,0.725,0.547,0.265,0.265,0.265,0.265
0.47,0.333,0.406,0.406,0.47,0.47,0.47,0.47,0.47,0.402,0.768,0.768,0.768,0.768,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.261,0.261,0.261,0.261,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.781,0.654,0.654,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.374,0.374,0.374,0.374,0.374,0.797,0.797,0.797,0.701,0.31,0.31,0.31,0.31
0.328,0.313,0.33,0.33,0.328,0.328,0.328,0.328,0.328,0.28,0.715,0.715,0.715,0.715,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.37,0.37,0.37,0.37,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.659,0.659,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.336,0.336,0.336,0.336,0.336,0.801,0.801,0.801,0.549,0.314,0.314,0.314,0.314
0.591,0.246,0.325,0.325,0.591,0.591,0.591,0.591,0.591,0.281,0.783,0.783,0.783,0.783,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.64,0.64,0.64,0.64,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.626,0.626,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.296,0.296,0.296,0.296,0.296,0.81,0.81,0.81,0.73,0.32,0.32,0.32,0.32
0.616,0.327,0.438,0.438,0.616,0.616,0.616,0.616,0.616,0.332,0.759,0.759,0.759,0.759,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.534,0.534,0.534,0.534,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.638,0.638,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.401,0.401,0.401,0.401,0.401,0.804,0.804,0.804,0.666,0.481,0.481,0.481,0.481
0.587,0.37,0.399,0.399,0.587,0.587,0.587,0.587,0.587,0.451,0.767,0.767,0.767,0.767,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.468,0.468,0.468,0.468,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.734,0.693,0.693,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.42,0.42,0.42,0.42,0.42,0.81,0.81,0.81,0.682,0.433,0.433,0.433,0.433
0.642,0.241,0.309,0.309,0.642,0.642,0.642,0.642,0.642,0.422,0.756,0.756,0.756,0.756,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.544,0.544,0.544,0.544,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.774,0.774,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.344,0.344,0.344,0.344,0.344,0.81,0.81,0.81,0.649,0.436,0.436,0.436,0.436
0.641,0.235,0.356,0.356,0.641,0.641,0.641,0.641,0.641,0.435,0.808,0.808,0.808,0.808,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.465,0.465,0.465,0.465,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.716,0.716,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.327,0.327,0.327,0.327,0.327,0.81,0.81,0.81,0.805,0.332,0.332,0.332,0.332
