1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.233,0.352,0.402,0.402,0.233,0.233,0.233,0.233,0.233,0.396,0.31,0.31,0.31,0.31,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.783,0.783,0.783,0.783,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.225,0.225,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.343,0.343,0.343,0.343,0.343,0.534,0.534,0.534,0.21,0.193,0.193,0.193,0.193
0.257,0.235,0.219,0.219,0.257,0.257,0.257,0.257,0.257,0.238,0.306,0.306,0.306,0.306,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.287,0.287,0.287,0.287,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.445,0.445,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.218,0.218,0.218,0.218,0.218,0.364,0.364,0.364,0.316,0.145,0.145,0.145,0.145
0.275,0.05,0.011,0.011,0.275,0.275,0.275,0.275,0.275,0.037,0.28,0.28,0.28,0.28,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.319,0.319,0.319,0.319,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.219,0.219,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.027,0.027,0.027,0.027,0.027,0.282,0.282,0.282,0.246,0.034,0.034,0.034,0.034
0.168,0.029,0.022,0.022,0.168,0.168,0.168,0.168,0.168,0.048,0.185,0.185,0.185,0.185,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.284,0.284,0.284,0.284,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.261,0.261,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.032,0.032,0.032,0.032,0.032,0.251,0.251,0.251,0.215,0.058,0.058,0.058,0.058
0.102,0.04,0.034,0.034,0.102,0.102,0.102,0.102,0.102,0.051,0.299,0.299,0.299,0.299,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.266,0.266,0.266,0.266,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.205,0.205,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.035,0.035,0.035,0.035,0.035,0.403,0.403,0.403,0.135,0.045,0.045,0.045,0.045
0.021,0.026,0.052,0.052,0.021,0.021,0.021,0.021,0.021,0.022,0.309,0.309,0.309,0.309,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.056,0.056,0.056,0.056,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.118,0.118,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.036,0.036,0.036,0.036,0.036,0.391,0.391,0.391,0.161,0.04,0.04,0.04,0.04
0.059,0.071,0.104,0.104,0.059,0.059,0.059,0.059,0.059,0.015,0.254,0.254,0.254,0.254,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.178,0.178,0.178,0.178,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.159,0.159,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.072,0.072,0.072,0.072,0.072,0.386,0.386,0.386,0.114,0.085,0.085,0.085,0.085
0.177,0.077,0.136,0.136,0.177,0.177,0.177,0.177,0.177,0.104,0.326,0.326,0.326,0.326,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.079,0.079,0.079,0.079,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.053,0.053,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.103,0.103,0.103,0.103,0.103,0.423,0.423,0.423,0.183,0.12,0.12,0.12,0.12
0.304,0.086,0.125,0.125,0.304,0.304,0.304,0.304,0.304,0.027,0.643,0.643,0.643,0.643,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.113,0.113,0.113,0.113,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.09,0.09,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.087,0.087,0.087,0.087,0.087,0.756,0.756,0.756,0.43,0.178,0.178,0.178,0.178
0.287,0.063,0.081,0.081,0.287,0.287,0.287,0.287,0.287,0.094,0.713,0.713,0.713,0.713,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.11,0.11,0.11,0.11,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.167,0.167,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.081,0.081,0.081,0.081,0.081,0.769,0.769,0.769,0.583,0.153,0.153,0.153,0.153
