,Total electric load (kW),Total NG load (kW),Total fuel oil load (kW)
0,577042.0949762807,1222762.5209612316,515328.0283659986
1,539775.1918652215,1266330.6294864696,527389.6481109754
2,537389.0379259044,1300956.1941516323,570590.593793363
3,541412.2161071281,1380959.5915221125,565821.5074076763
4,591870.3877414432,1470039.1792632292,611583.3167615862
5,660623.5806254811,1602567.9498808524,691921.3926200131
6,788110.9908608791,1640381.1821825488,723643.2207563237
7,922388.4392951978,1775907.8330427313,696883.275791501
8,924073.4271212602,1760568.7414520879,716571.5534992076
9,967593.6781494402,1822272.4135292203,683532.5033003548
10,990185.6145308653,1962158.380895126,719891.317923082
11,968413.898672822,1970132.1696503928,749895.1080891349
12,967114.2483446662,1999377.5344550018,784693.9791742412
13,904003.6882247321,1735266.487614156,712829.8983315135
14,785970.2728379831,1560911.4198246272,566685.1603034096
15,962333.0287876712,977134.6257713615,362933.51875653537
16,1080908.2263652256,1023175.5259312532,379439.17171366425
17,1224273.4190607332,1071483.8589805972,391317.1723807999
18,1315628.072482709,1033913.4822384294,388509.1340896371
19,1107276.2901289547,1469026.5172489805,598790.995645129
20,1046559.0448698555,1494415.5324786745,590336.6358807067
21,979519.990637608,1508469.8315984576,606491.6711831258
22,922146.5556744139,1568050.8072540725,644303.6093776269
23,731523.4744136959,1582092.843212188,666763.1845738421
24,646935.3711216158,1559497.3170465976,677743.7719755367
25,614272.2235540319,1516936.1204651855,673583.4115249172
26,604957.0446580905,1583458.87544132,704682.4744431294
27,624780.4452967743,1699147.680445409,720988.1866749903
28,653676.0308012288,1795393.4836382417,767581.4557951682
29,723418.9896847352,1909797.037954534,851046.2530954498
30,830044.7422278089,1955366.1764505194,889880.1807780439
31,947112.1409628798,2051250.9704031555,851725.3359221618
32,988029.9777040643,2075954.7942719145,865902.9580065261
33,976771.8276826086,2122535.648217909,836990.6254262106
34,988777.2673863263,2199856.155944425,875296.8779770475
35,1010716.2837085376,2167081.1376374434,883211.4934360116
36,996384.7746403359,2206618.9728318797,895221.1259342602
37,907788.1804709831,1939997.3426100465,818699.3117604004
38,811393.0083727146,1657969.0948323887,635915.1669973044
39,991540.1736437613,1033140.1772885092,400045.05748109665
40,1137486.3487591909,1045866.1568735376,403978.45462832274
41,1238062.2137497757,1120102.0272071827,416308.7397059915
42,1323738.456688188,1063554.26483425,417516.12439067836
43,1121644.6110505238,1537624.1751576755,675172.6701797073
44,1067657.538716983,1599310.3173651458,661693.3111396173
45,1022755.2337942343,1683338.185245958,684627.2731878422
