,Total electric load (kW),Total NG load (kW),Total fuel oil load (kW)
0,424608.1403657107,164876.50822083783,204619.23238623195
1,397274.2670142358,165254.37059382893,203993.27975249075
2,393584.7788879915,165302.61257357648,212796.43074183966
3,405762.77574418386,181689.13644521192,225618.45328042618
4,445840.0758559882,198499.70742241337,247370.8213375434
5,487612.40244637494,219479.0042833092,269120.8023552214
6,559695.656313495,243569.43274995583,275955.42721771094
7,636906.8725656992,260856.9595034435,283956.0861457861
8,648153.6684300264,253769.84668965565,281419.5475865305
9,631172.3359659951,241101.54659852374,293894.8960282025
10,662649.8158035505,243772.89527682136,307192.8213300202
11,685382.7218503687,256392.14844156997,313050.8822209507
12,687954.8494021298,249529.8226746265,308660.86662728566
13,625700.5343697612,227791.6355266203,293849.1822822916
14,592506.6966596424,219296.77602009109,266400.34069102805
15,574280.5890318207,201605.83146602125,247945.77877783682
16,629097.4627810846,232588.94149949346,254133.46262842917
17,691469.289759397,248240.4031462331,251329.53555604024
18,726843.1793964645,228106.34683062517,250867.4239802773
19,724463.6388999698,222821.66027080078,242744.95524427106
20,715226.2291628246,237942.1428240626,243371.6786500159
21,678184.473252392,218963.5646015719,243403.62340772027
22,636538.2459472006,229335.7254157064,265928.0400970768
23,575944.1019404305,212433.29560255396,262480.5737529763
24,524183.5314031444,202327.21838414855,257135.3763452144
25,495816.0972164042,198816.3163055444,254169.59029861898
26,481979.3120868219,204514.52203266337,263153.9672152158
27,500732.8504326149,225099.9348742228,286457.1938907067
28,533547.6027357054,248746.9904509928,309524.42191831174
29,594297.2938638979,282784.91183056094,342895.82127355033
30,676722.1525591436,296651.258959278,350580.24391298305
31,736875.301982445,314934.08028661564,348293.18234438635
32,743777.1789360335,309926.4449689666,347023.28500204365
33,750333.4895375975,297400.4509130193,359626.83850839385
34,757536.6144200258,290832.0059546679,371504.6000528889
35,770298.9221614425,315556.1022924091,370710.5762972863
36,747356.3293911908,282328.6524011837,362194.6999728178
37,665735.8366949472,248679.60797641333,327514.72990563384
38,600168.6019283679,220343.72708425412,295092.6592718127
39,571956.6679685536,209626.7970961982,265156.0993712145
40,623443.0338429091,230623.97110991346,268249.9469473863
41,683366.0416100508,260555.99459213534,265344.32134097425
42,751514.7327730492,243607.26852433875,260432.8574315931
43,739011.1733624334,226720.34210684532,249873.97425609097
44,740792.0380398002,229607.22595390957,254831.4621332472
45,685765.6204723667,224807.57143708045,248712.47639767927
46,630267.2434515354,230452.20821910637,262787.77430457756
47,569665.3799715926,219243.7298940415,270805.2594182073
48,525776.8107050738,210473.5472252185,264877.85311255464
49,524460.4431243349,206880.35792327474,266323.21922040905
50,490147.0831724897,209311.47132939598,274350.8315608023
51,500742.686829503,226860.60606497008,291698.04632917827
52,538530.0626723635,253467.49977736096,315306.1106599057
53,595621.3201975431,278575.3901047294,344446.8113978417
54,716625.835468032,298063.4389199179,354026.6409206316
55,771314.073794009,313570.96892622707,349198.79171034077
56,762231.8092870072,311419.63397956954,350481.6203289929
57,761099.0232004268,311761.1151471342,370676.248298038
58,787716.9662039534,312989.02754093445,379093.9379553389
59,791981.8009977427,312985.503800729,378210.9065840025
60,755201.7077756757,278954.5118332791,364843.47833800997
61,633260.3891305077,235317.66446464215,304669.49753998284
62,583131.7173444697,155445.70867869165,177097.60531409527
63,571309.36026871,132959.8212998064,158939.41489526548
64,626462.6480264837,166372.6137566261,158102.39826782636
65,711046.2907823442,181285.37144236182,155692.5568570256
66,744458.9189072936,175315.91649836142,150052.96652868792
67,733680.5340106905,142798.12362146212,147875.8889294169
68,678472.3228808397,194912.8352570078,225481.91710686922
69,654991.9900321404,215204.8948877382,229110.2431220353
70,610767.5140836248,206331.29861859087,248135.6377472517
71,536421.4602902164,207721.55882270067,251422.90964441624
72,493546.2922290221,197669.07377735025,251195.72655458277
73,480746.44666386035,199901.84285712463,252758.0917341372
74,475564.2323986305,199823.64737540972,263694.36318809685
75,497777.04515200783,218738.74770371508,284436.8701372449
76,552734.4251072193,252211.9265400378,314521.3645955313
77,612367.7659437461,280572.6473535459,344204.24230567267
78,703100.5627248567,298911.71889240155,362261.38702443015
79,762403.6996383303,315433.1342946367,368795.693838062
80,780222.0879636598,317934.1454239871,367454.2720382156
81,789783.105964506,310557.51637004846,386608.4563191205
82,786536.3982900043,319364.58282591775,401802.432523689
83,820471.4402908573,350939.9395915951,418514.7527254657
84,839633.9789495162,350627.06904836115,432848.3385249166
85,776156.1621460245,323839.2235358208,409959.71948029904
86,727038.1644568474,315774.30366611556,389334.008435907
87,745791.2864880421,309986.4419971012,385077.07690492994
88,850595.5221393247,328468.194356917,406442.4599587513
89,924903.7711829827,380592.96197860746,419096.34036733414
90,1013512.3414992522,384878.0665953238,434750.4174566953
91,1018635.3686550168,385943.6978193033,444504.0980459835
92,1009040.1194385566,401726.5285428943,458771.50918226957
93,1020458.5011063627,416774.8998972953,483535.40925520496
94,1020358.9704364513,439872.7514787453,523706.82729611336
95,967941.0868353313,436808.09711809247,548802.4500608154
96,939456.831292176,435704.7946198451,555037.4974773792
97,948175.2860473304,453396.4745321805,568170.0254374098
98,958079.9508031411,459161.50544128835,585110.6533941163
99,1008529.4203630403,488962.13533881714,619069.8721815201
100,1073941.276428295,523609.70893833553,654519.4262039831
101,1137744.2242968993,563241.9522097504,689429.1272250006
102,1223975.3792078234,582939.8599523525,703632.2009184544
103,1317435.4764377696,599514.234600954,710961.8762815337
104,1326120.9485148091,603608.9616663978,713736.1086837368
105,1335620.3344316566,590326.3516218087,734692.8956170559
106,1350461.3683058051,590774.9109964909,737884.3112431663
107,1344361.773986506,591938.2622817348,731778.9107208629
108,1278028.9655670635,565372.6543169843,705288.3242788848
109,1111877.769631845,482387.7202774896,611886.5657845711
110,958293.2010868497,414660.44429444714,540233.9511542562
111,879064.954726909,382168.4717171521,483628.0042312909
112,941027.5232012465,391084.5188861371,477570.88382617134
113,987004.0159161582,397351.6287671877,457500.2396766459
114,1015631.5334550292,364257.2753833371,434830.3300582941
115,957041.9125079399,339337.5987771866,409197.2875424037
116,965927.4891776075,344974.3877122753,419698.21569025377
117,960548.4932422866,351467.209172112,419754.31420216605
118,923553.5356441936,356710.6817865175,439753.3518980325
119,826957.0615804275,349345.789716773,445709.79083101515
120,785964.8678160432,346835.1732981777,447624.88809333317
121,770310.067807365,347467.12720023154,447744.6876069854
122,767636.8844968189,356698.95663975814,458650.78867371473
123,788233.238233704,376382.46520723635,481722.66921805573
124,830854.9526024167,409362.0094527376,512151.2911986423
125,883198.4848135308,434984.6481355572,549424.2290375319
126,950457.3012840104,450757.3334480393,574977.4471178853
127,1034708.3203829319,484588.85102277435,588604.8794329211
128,1149058.8291337693,505421.6270915418,599342.3272758214
129,1185522.17666658,503042.08638075436,614566.0134278298
130,1173479.797725197,501371.82481477514,626638.460200615
131,1188280.397743939,498262.827845074,628896.7861341167
132,1088754.457116493,466033.0777784329,587409.6181814705
133,927821.7446722172,374183.57379802846,490751.66649243416
134,817256.6760692655,318581.18919306865,400892.4072377532
135,693213.7728454198,266740.4970314801,317788.53913017147
136,754129.5366256213,187348.55971007183,194052.37034009313
137,802947.2227253561,195618.24994274267,185490.77385195126
138,814827.9160959687,186892.9041808181,169567.0887553085
139,794155.3685427876,171395.08385827782,165516.1681015516
140,755152.8694239865,235781.73171289085,270654.6458939472
141,725907.7565235454,251070.52049907646,279650.7569773286
142,693102.3578152974,254304.3792247091,299740.51984151884
143,646282.4404866338,250976.7579332424,316828.3505124835
144,616390.3193169422,250556.19961170745,323547.3620381207
145,587210.4644957714,256564.69013226184,329320.10815840564
146,585092.1822880838,262484.541804332,338660.3655432328
147,613200.7954314939,283459.66636767174,366347.1748204532
148,656725.909233243,308577.37246213184,395290.8864801178
149,704949.063965348,328859.78469969705,429081.5075639254
150,771659.5289261156,358616.9250016678,461818.0298404102
151,851058.0825200017,379676.9653046927,474086.92269593244
152,954208.2761597,409965.1036323903,490231.31986052217
153,1030906.2673548668,437292.57154260064,516013.688138536
154,1049082.9194077947,444944.4443437116,537112.621380926
155,1041821.2450845458,434880.8618544735,544063.7286870865
156,965539.5989738114,398439.81738694524,508075.56389765645
157,835387.4525062526,324428.12429200555,416872.51754597895
158,680687.2445639517,256361.33025043248,322019.08043411013
159,650704.1908218099,150745.283663143,164360.38615894827
160,695464.6266411092,149478.23331536836,155364.92549508635
161,755927.1413744305,155325.66866214815,150134.13629381952
162,771974.6778034507,157138.97337534875,144642.6005579373
163,750230.2531834216,155786.8362963686,148014.2823275034
164,739749.0193210205,224538.59828832926,251065.9115412301
165,762842.8776871727,255861.1230817195,274361.7949713342
166,753343.3407888389,252939.71124013764,303749.13842147344
167,668208.2340444919,261831.81180771213,328910.30997434526
168,626819.3483693448,262885.8031179814,330531.0425421962
169,614124.9942987439,263401.9303252173,336636.9004857019
170,614739.2468456352,272424.72131157125,353449.29265495844
171,655128.0435684881,297383.88747928676,383547.0619223918
172,707843.8769444558,333962.2205542439,415850.5679935227
173,766233.8172690745,363916.98509658565,455924.0631565411
174,865102.1090414772,382561.2961136001,467723.46655732073
175,925611.527523571,403530.44046406343,470938.6973676183
176,940647.6258419834,402600.5714404354,464406.77435418457
177,919327.4574806195,376389.22804445715,478364.81172529014
178,910549.745774406,373128.13800998084,485639.02940398717
179,942797.5065872938,383489.70722563815,480562.33934829204
180,896579.5487525129,355917.6791900614,452445.15421020106
181,784839.0680065709,301349.29129287554,394096.0588177989
182,705463.1466248973,267798.448058782,353946.90411417285
183,653031.2527777079,244677.55810810652,310391.5726270794
184,743147.6674551708,199213.80190070576,197364.5699210068
