,Total electric load (kW),Total NG load (kW),Total fuel oil load (kW)
0,352153.29376883304,85543.52690347985,56691.445367673405
1,320583.25687072444,82225.71149915316,56482.95055537686
2,313318.7787577984,79969.35324755122,57439.04630146321
3,326485.441586641,86231.03813285235,63095.64707252358
4,341479.11532500933,89355.76854969254,68590.3228825682
5,361573.7342206168,103046.53661914023,72889.85542144427
6,458909.56792730436,143795.91213619435,79862.5826500762
7,503138.89762923314,139810.50905177236,78160.82355826348
8,526923.0415603968,134067.22854916917,85320.63323353564
9,540610.431366474,145550.70602833582,93497.99575869298
10,552745.501485499,136011.98454273047,98117.86388666695
11,565069.8645360165,140951.79867075497,99090.60122707752
12,546046.293935149,140570.55719729123,91036.41338661595
13,451880.5255183953,106429.2936276204,70357.72680380862
14,394043.95279362,82077.95279894209,55619.89671501463
15,397817.0962398992,82526.8404493312,52056.86051030056
16,419399.4904115467,108991.3238762197,54316.74803136907
17,493634.6067074187,127187.39650234938,57830.09405155399
18,553584.817758546,135813.4189868321,54898.13712289759
19,578713.5330884429,131991.9035768138,57779.18399138141
20,572547.3175685572,129746.41143890958,65664.91830943502
21,574925.3219273133,122724.17289129207,73777.11701791827
22,562127.284063032,135454.23657503957,87792.33909735938
23,480179.2624014214,228468.95232631257,154795.62220803893
24,469801.5770272063,232764.94662423182,149181.15290482342
25,462393.1143870935,233119.03945685233,158047.39361219894
26,466971.39325242373,235133.56143933986,166128.2399925914
27,499955.59145522706,247261.7079391607,187597.57678220808
28,538122.2875450792,274168.65377167484,210347.37635689197
29,568290.4942078554,292077.29114655574,224456.95432810453
30,637704.7310689003,330101.0724520555,239060.7485376575
31,711338.5171029959,351400.00370903825,240852.43148300983
32,754757.1587150624,377618.4978904756,265822.0071182848
33,802911.2578767192,393292.8012670435,284738.2880220982
34,812428.5592612426,405871.7742784643,293511.99650646694
35,809836.509196869,401915.54090279917,294433.4601787248
36,778264.531118793,388681.4093553014,291569.14883084066
37,690883.9450344908,344138.61004487256,255776.4704347502
38,607779.2048882698,288153.86091988866,216498.2110950508
39,549504.5904645156,239990.37797038307,187881.03528976406
40,650732.8277159208,168548.0283823384,108339.23294928833
41,699159.7324679288,185786.64413055984,111061.5888155802
42,734548.1251355854,195820.01182784064,99983.59032169031
43,717531.3457939517,176685.5754757026,100889.48961872549
44,698645.1318353438,167349.7098416063,98865.81882770259
45,673329.5858474632,170559.95441693236,102003.44359460617
46,647600.5002369406,171111.54772977007,110979.85409570314
47,594552.2737057047,173263.276500621,108985.20069862636
48,538487.2265134366,151666.40029958234,101498.72033339192
49,492087.85551870696,139472.9592851564,97117.41181847641
50,474488.85231404525,132851.6621751268,97106.11970465431
51,461557.97190646926,127347.33211792911,98888.7803033272
52,466275.7127916611,135516.91396742233,102940.55713219517
53,477849.01927681395,140674.62048079146,102442.91039816427
54,525961.5147274935,161153.690773725,101820.08520408944
55,554333.1144608401,157157.49299195263,97795.90906974298
56,552407.7303655011,154370.92131760812,96589.71369439791
57,578858.4424179969,158048.80096915242,96404.58402923674
58,587724.5771727914,156915.91085042528,97790.9844271917
59,571402.962173767,148941.31392388116,97747.32613431575
60,566972.9729053769,146025.9229474402,96114.11331932814
61,513002.9860142906,127300.0954740519,86389.50187044742
62,447204.9934904801,111518.16142240138,71419.86442310062
63,413449.5293903146,89573.58497480337,57913.805913723125
64,428735.75846093433,109475.89898591212,54258.240523649125
65,477259.56557458575,118527.0349249997,49934.125783903255
66,517984.15738785296,108480.08912979598,45748.10716877184
67,499172.68757138087,93939.31116377084,44930.77720873461
68,494473.2655988508,93385.26989204944,47109.87131206206
69,473615.059356939,95606.00735572811,48160.863532832154
70,453478.9729426832,94471.79833038886,59532.45711915011
71,395878.7337769234,102224.94313740244,61465.15929324167
72,378479.87901141396,99895.37050585724,60527.28492226978
73,364503.7904456035,89626.53857640407,62318.631853762694
74,367066.12839545356,91271.45989314032,65524.10036732915
75,379557.62758062995,92777.6407328703,73501.40628044038
76,403494.4048023203,115852.79120742752,82460.94300939221
77,428450.964801776,129089.7994934511,87527.43691979452
78,499979.22000958584,145543.18937140366,93690.0241233353
79,552898.5178735408,150527.61438245012,95250.85173537185
80,561614.4935281579,145086.33029817772,95073.18785899451
81,575207.1437970371,144883.6785309597,104067.87509215374
82,593805.143846795,158698.30923878407,105730.07330271798
83,604392.5944129676,154028.944132924,106797.05208715008
84,629932.8121078283,165099.20221590396,112203.24780322946
85,629701.0033430925,157339.13830868423,111475.05813874234
86,572479.6496843604,139740.38902903136,96343.57885220571
87,530635.6953293222,127592.89084411223,88154.06099146127
88,545018.2284631404,126939.7061237212,84631.3759197008
89,576476.1336742269,141790.8986581907,81775.32174958425
90,614720.6865464927,148744.876483984,71740.4837130757
91,636927.0115487532,137176.88883494848,74107.86145737412
92,626441.2476376881,147088.82430046756,75643.57185358161
93,616067.8191345086,158623.78367856855,83834.68886095377
94,589258.0157531423,167509.946771545,93182.00933714298
95,554127.5205079996,155723.2752645374,93593.27668192478
96,511026.26279224857,133285.796419766,88010.5231718878
97,489093.5580377727,132561.8038342367,89826.141722189
98,478662.6190808163,127067.27106919736,91783.41990852192
99,488043.2106820657,129947.10846190668,99364.3319017877
100,462070.8875599541,236226.92118206204,188402.38807503786
101,524916.1491767472,150256.68768753635,111901.1454632576
102,543090.8210888329,279155.5252286025,206037.69154056575
103,605151.8764030449,298015.8917214811,204573.88117357634
104,653047.5126165036,305830.6255518225,216081.69095793593
105,683051.778844214,323292.75284615916,230620.48204068939
106,706444.4231932426,325740.3979723164,240078.77820765343
107,704495.3826808295,324861.2497657476,241466.31003049688
108,710181.433751223,328470.7626035342,251411.06609122927
109,717327.325851639,328372.71794068895,252948.2605426533
110,683766.7981248503,322578.0995806615,245326.45497928088
111,700118.0823564036,318417.60773527884,247476.2605000477
112,745015.6165666095,334577.9617891642,247140.90074076844
113,779423.9971307328,355253.2649863561,242874.29927866292
114,805924.5199185166,367903.3406652921,225862.2879609457
115,787921.0674873283,345731.6101978417,222497.71449881184
116,781340.7447837896,332741.9949503452,219152.64958199617
117,775071.977781342,345057.03702163155,225919.0499281917
118,735411.113741692,352946.0111299145,243735.95339539248
119,709504.7962507035,361456.75539127504,248348.7566079346
120,657842.7078443344,344246.8630477718,236545.6214157471
121,636282.9558410721,337664.6514218964,239896.0760546062
122,632235.8809039693,338300.15271699405,244923.21845145075
123,648483.8033297656,342891.7994393017,263846.19361400447
124,689836.7371370188,370403.70830116357,285981.0840299751
125,734095.7911784041,391286.6980152786,304001.86455231416
126,787210.0364476278,417538.64788048674,319195.07723154535
127,838349.200517159,446013.5952261793,322565.37568052387
128,909971.0192876763,461699.8811790261,332457.37128888495
129,976785.3365313477,490514.5159481498,351435.0797640208
130,984948.9773245846,522681.23218516726,359305.5678851832
131,992140.7548754265,509757.77311645955,358700.28846058314
132,995396.4077433139,521699.91054409393,365751.67842213914
133,957430.3778535096,502620.9751054237,353609.1092594625
134,928927.0557235571,485182.4542933216,343067.4025523429
135,897617.6596818843,468844.9362797391,322532.26352944865
136,919922.2370499391,452514.5934964746,315983.63673962944
137,943678.2949228848,444099.7025602518,306053.01643431344
138,952487.2253278831,435789.83246055717,282136.6512752052
139,921038.0067004117,398976.3037819272,265948.3230394766
140,874258.7824143551,372697.25329136633,259678.68441212716
141,827926.6961988083,370713.6668818623,253486.18227581604
142,765114.9753415379,371174.2985724986,253043.49747823866
143,707448.6522181497,361419.9688081771,249526.73790690777
144,638593.8838790699,334528.98624457855,238409.86066066092
145,619568.8149866554,325778.59489624295,238801.5372377009
146,615491.5639186669,325669.46617257094,242379.70372044653
147,619153.28645088,326342.3021654379,257288.67568124025
148,629723.1159520184,333221.2514729548,265128.2797965648
149,642391.2538008647,342857.49922153994,271524.96145349793
150,666320.4536829457,360614.5230796067,276669.0572447373
151,710288.54635038,377222.07270322094,273933.60888948606
152,762073.425753282,384394.0022629136,274304.1445576918
153,808385.4427890911,389774.9633440047,282721.8131765818
154,821647.4139499742,402156.62059824285,289138.4140626588
155,867199.5596621734,414956.8070015123,296352.5632850058
156,866177.893562846,433945.0618579518,297873.8017420239
157,794869.3927904572,402314.96160886134,271641.23766925075
158,697697.5525629985,357455.9311996321,241736.90001900084
159,712213.4860610663,192574.38128341726,124600.96079730518
160,739703.1993369295,209099.24312515673,126405.50504996366
161,718004.4352940678,324162.5098890134,214151.3731871202
162,755179.3890354056,326492.3776067199,202873.87763780673
163,763463.4788795933,313299.9264619882,203231.13162319423
164,766149.8030793514,328432.63215725386,215912.77117569794
165,756827.7465845146,330073.60328179755,225360.23819686068
166,725379.5398234073,343755.9329873697,238074.740267402
167,687014.2127059465,343184.78737060586,242622.0008654045
168,651526.8688708186,338797.7931715769,242553.63298408757
169,644859.1509515534,338677.7246290144,248459.88038569334
170,651521.8014805145,347801.60977424536,257608.7731058989
171,664952.5584198347,354049.2995059699,275943.3148743744
172,689061.0637508716,366338.8310778926,291369.4825584892
173,707987.3055199115,376006.2203167964,295203.20288943156
174,751240.1297646135,397848.8256013975,301977.17093891377
175,787459.0027999938,403715.1779462709,292948.0747642369
176,795267.9644603098,396659.5245543006,295772.34210353
177,807566.3360485557,399038.33200012136,303035.78124682594
178,844687.6218555996,405665.2026825636,309982.99267320766
179,826319.5861930776,401867.4195700243,305914.0181616486
180,835417.8891806132,417674.694397545,307840.05597961025
181,824116.5886069665,404881.76022226084,300545.15628131194
182,785054.9280486994,372579.7987998947,292719.97358459054
183,799468.3322642517,366985.1293460356,292462.70651625574
184,823942.2935419905,378474.67823343317,284427.98342697555
185,870508.0324444568,372516.65933921747,280001.82979608804
186,881957.2400853116,382375.7307568376,263884.68720499304
187,866202.1720205476,381620.37713572296,253602.1335738992
188,845496.0758429404,371342.82356975845,245317.623786491
189,779007.0072953005,362398.3180552835,243535.1130146798
190,775491.400987506,372675.5031756347,258046.86491320387
191,697689.2918137056,365115.71185450436,253895.4804725519
192,659007.6585716297,350209.6769350864,244399.68076692548
193,650896.0589024727,349807.84444671404,251583.77363094207
194,642245.3807215018,350458.1922644461,255186.33498862735
195,659615.1008606394,355532.62424891355,271633.23314639705
196,692312.78079639,376101.81134660053,292780.75044399855
197,736836.9269310541,394875.88083762565,306715.48684766423
198,794253.9285747126,431091.9669349674,319225.8525415561
199,865967.7753929388,449353.2276343289,323820.45457508054
200,880110.5503893968,449111.5461590496,328935.7203128325
201,906881.092644289,457596.2887961402,344997.27895757125
202,915611.8351888617,457971.8694884946,347357.8307419174
203,904481.1918703035,452457.8302107514,346543.7557592098
204,914372.3819393533,463951.17799295724,347704.9616374234
205,836247.3589203121,415384.2666297164,315332.6714471599
206,733374.9092625852,341858.96861003636,272602.45906109456
207,659560.041060997,298224.4174023891,234466.01717731118
208,658140.5315353813,288998.2841952496,216081.610246372
209,697410.5263205242,295241.7373993152,208571.92814952307
210,739274.9307683948,298160.02852953743,197617.9242730643
211,739031.3923380463,308911.5008061783,203786.01186219006
212,753106.8451873932,318908.7728211403,211399.2100161196
213,737697.4229993887,331254.80369594623,219291.21780476446
214,732386.7607249867,347464.0674298419,243232.75818957703
215,686524.7622705061,346924.67446019885,248123.7356985734
216,640506.2492545125,339218.932285154,236221.7127827055
217,612175.6033308469,325106.74672919756,237288.39437636777
218,610933.3974830505,320254.39648805826,237518.3182308876
219,606580.958448322,321095.37717550347,251195.67955782244
220,625362.4475148685,337228.16105471464,266506.7600819257
221,647107.1173610954,351593.2136917422,274688.54554808675
222,703215.9216736935,373595.19264992455,280083.81959716737
223,757358.7634041837,384462.2958870996,273642.3216182679
224,762740.7011826943,370572.6018126193,276842.9327835224
225,783527.1124049779,374941.12830496905,285881.4140180407
226,774457.3921862639,384611.92563829164,291063.793162377
227,775251.9649400358,381169.5206001787,286850.28244384954
228,770050.4529389367,387771.0044984717,287377.37244141055
229,770887.5839023486,207351.089154617,156330.995749123
230,719571.7758971713,195060.80735577,144218.78499633813
231,658528.3038602007,188415.87896106794,131455.45040070984
232,624399.7763084403,180591.52527605765,109220.89469988097
233,669278.1669143622,189065.96946698552,109009.71064218674
234,715757.6099594982,181016.1087281245,98117.32308002653
235,700736.5209888445,184032.76175008656,96558.32877039969
236,693879.4062449426,184987.63574792581,101344.01260782339
237,706595.2455920699,182488.14826533094,103920.01056321955
238,629036.5632648838,291994.4169939475,198193.47403810557
239,605260.6839687002,305746.45426026394,207531.6346173891
240,560837.7175523042,293172.9061489201,199681.7724171649
241,539090.104567149,283934.1109875813,202944.75472421676
242,540787.3067369553,281648.9527443391,209320.73956290903
243,545057.75284113,284442.57797054696,222821.29104382027
244,570676.3254257445,295906.2527647683,238581.94510140296
245,590940.2668410818,316168.4171726767,247616.48856226323
246,645960.6963750203,338830.8675569719,253936.41518340065
247,697541.3940612826,353758.35579957184,247492.41892089747
248,722998.0113649856,358503.07802440197,257372.09896122312
249,723218.4504210935,354561.1280459846,269357.6449113285
250,751749.3955857515,365230.2672211488,272938.2654154096
