,Total electric load (kW),Total NG load (kW),Total fuel oil load (kW)
0,245633.65237985857,567155.102642154,606581.8134558833
1,234374.76897163974,553159.8669468629,606466.7942099503
2,243662.48397139876,533654.0657002237,585407.9113805214
3,232973.88838753782,579881.231922107,641957.4405761145
4,244232.50159101817,624324.9915073019,705179.6569241653
5,268553.52789571317,682304.1173348444,749002.8934300956
6,321193.76485495846,747771.637861577,788482.7039650205
7,381798.3805087134,782772.7409200245,827212.4101470286
8,430368.5410078694,837111.5138635009,857777.4394073507
9,415078.22774428927,875688.0696938345,899648.8335173178
10,426369.98584532907,925040.6889604089,919096.1577112715
11,427192.670750455,957070.2732510907,943958.9904948953
12,410659.848483352,930947.9934565459,946123.3196910548
13,391730.78237868776,858305.0949440753,898866.5303205382
14,354210.06550103,781368.1463761117,845528.9094198141
15,353633.2776724368,717168.868582591,772352.5682060887
16,401355.95984681434,741794.2304364352,782659.0166171748
17,502936.1548808661,774464.172942387,836084.6294233112
18,524486.7945042492,749445.5555395379,841434.6324473518
19,515828.32406274456,749964.7080807904,823093.0901039484
20,510217.2060905646,791759.6627473013,875499.4001346424
21,467801.4786995842,843832.05183527,846973.8204420322
22,422788.06101139163,852288.7585402932,864078.9395414292
23,324459.753630486,785149.1709871466,821655.988205664
24,283463.09945244703,745013.5375886743,821577.9636036162
25,272581.042418506,703000.3663919918,817506.2461841505
26,272848.081212435,722736.3284559222,818065.3525352115
27,272321.53544176265,729676.0023650577,837153.2798404053
28,279761.5942049535,792430.3989848965,908278.8726336577
29,305752.38030212384,829174.3026324143,948298.147552696
30,378010.5417582384,893071.0637469763,985450.6484076224
31,436444.2084771868,940966.6859199019,1035011.7069363638
32,418592.09571551316,990816.6567888141,1041845.0522147506
33,450915.72284506017,1021347.9598293661,1081716.0983821733
34,436062.1069830161,1075846.1052680518,1072972.8572228781
35,445428.79262498545,1101757.618748462,1091496.6336718625
36,420013.9844157909,1022496.7070134119,1059208.4303041464
37,400786.69333491026,814580.7193342433,839151.7677459366
38,371156.25382631016,643889.9747750489,718730.738381049
39,336691.9575180783,520227.2903249495,585249.3335437531
40,380938.37209174875,528452.4266092667,564988.346318114
41,445022.46896320774,522992.3606565047,571424.9210363061
42,507297.90727602126,521008.2441840091,555857.3218022379
43,484649.52046924457,533887.7197817793,550082.5033134578
44,474412.2478460281,551377.944486357,569856.9421872504
45,451719.9330504069,561215.8899794967,583508.2865180287
46,393315.87575959176,598310.5567938406,591040.9307121449
47,301599.1646076403,588126.1758745575,597370.2914997833
48,262859.61684345326,549395.6162528057,594945.5207368815
49,249949.00684112828,511279.4104354656,582247.7197472849
50,239757.24111320454,503244.016602228,573866.4533909776
51,242619.2279960424,496324.2864657055,575990.9969480133
52,251975.5930997929,520304.2676616099,610743.600552962
53,266106.5526936236,543305.8552522315,606304.2412951904
54,319462.2539612512,560981.9516750855,608950.4613495469
55,368948.7152279411,599952.6828301816,639327.188185918
56,396751.7841725039,644864.9323504647,649946.6981555205
57,394771.02767883457,664412.6484525158,686929.8519194856
58,384090.2655948858,703028.7825527446,685819.3814537845
59,393594.7656572143,720518.2210225655,694892.7832746094
60,372927.7339033878,692409.0800435009,701537.3792917295
61,378921.49929915724,669979.4924763495,673618.842306146
62,349908.8195110425,610828.0187177523,669049.6409516502
63,351756.2509904645,585945.9518574357,631055.5791789406
64,355433.36822800257,330153.4386241221,364665.0112927098
65,446110.4388362869,380110.2363342725,405832.2897480954
66,482953.66439029283,411499.8039618904,419204.07922903064
67,482839.3227682821,410555.85892007913,421931.27160468197
68,433874.5017184655,426433.20341136784,448283.89128508436
69,400177.2548908703,456724.15512315603,434137.02541645634
70,343727.9136341107,460382.4257782261,465357.6934923086
71,275008.3024646377,437429.4409075283,470542.2013993913
72,244933.0611579814,422456.73243164807,456807.91586163704
73,228291.15854463106,386824.2584328811,448128.5262439527
74,218731.42254454235,376886.82171340025,445438.86055279616
75,217588.3993844352,381859.3502336249,446870.7155163599
76,227103.8569617885,411163.72215043806,491332.32706865325
77,254786.22782052832,454941.4801982928,515671.7404796003
78,324931.6289469598,484928.0818143969,531674.3310929132
79,357389.95771411964,527619.4137526623,563768.3717943515
80,377180.11633580964,564170.9295451147,565639.4437481923
81,371413.4729384119,581254.3449402701,599946.3112669155
82,366754.07007851714,624680.2952783876,608294.5289846963
83,379414.18235615164,650066.8799562049,603070.0035107427
84,367313.9849748329,622312.8712966111,622974.1709277747
85,342331.46754540614,602186.9861027768,607580.3171573196
86,334674.4747695642,558961.7015809218,631731.637823259
87,359568.0893372994,569519.5657757408,603231.1774653647
88,399652.1465403566,510988.6310646258,542751.8779967689
89,452981.781548072,518085.924214811,550287.6134206115
90,483275.9510224284,493585.093762145,539636.972200998
91,479712.3261347432,496025.49601592124,523797.60310362786
92,464655.6780054276,521321.7954872129,521932.0228293431
93,418027.6869445796,509655.3159091071,508258.90611850255
94,361217.2521232829,510588.3362809765,517168.1800428553
95,281097.06143730524,488251.2569904519,509980.06979231664
96,263872.21004940616,466398.09484587755,527729.7569061265
97,249885.85926286312,474125.27379232494,560656.0952587214
98,248969.50082645586,513838.47337248106,598467.2427318803
99,259030.5258516145,558269.0604590786,640030.6623631887
100,252163.0561631826,654875.7558086606,765484.1977431205
101,269015.8508324745,700924.9721353822,806880.2377805574
102,336388.12760494195,781192.2401059942,863246.1951531539
103,399500.137829353,851743.2793620848,922738.2235993291
104,430184.8853275131,882773.2302523647,911641.7027206072
105,415661.03700149554,906185.0444810995,943962.3612317537
106,405920.2346593417,931699.0808831828,943301.3299501347
107,414576.41609731154,952556.8946693025,968643.974466561
108,419631.82370361604,970969.0558580868,988273.778090589
109,400938.2603539751,907199.8536094414,937682.1611690262
110,391995.8580880246,840792.1712920041,936854.5456309556
111,400039.95104398014,804809.688863373,891364.9757560618
112,395863.0961051482,713748.5061496916,795308.1832719897
113,469764.36491128337,693518.4440514421,778918.9441300981
114,503126.1127886881,709072.7089510272,780288.0876720389
115,496102.4064768404,743987.4968543372,812090.5543578279
116,482415.8788524421,737230.6768956311,843211.1741857276
117,454594.4539019262,766793.0770069816,823181.339936938
118,413032.6467196368,811175.0960787588,859259.9933648293
119,324089.743854623,783108.875766813,850079.6690596297
120,301812.7958181044,755321.4416231842,862358.5150510175
121,281633.27067007264,748960.4707247734,883017.5387162566
122,272800.89482379943,764573.446051413,888825.6085692149
123,269339.5252854335,765289.0145272114,898768.8464853595
124,282746.72210999514,816641.7784034043,961911.1225953148
125,301391.7021085148,845301.9051234713,992283.6099985304
126,332805.48197400535,890211.5311289293,1060732.487968409
127,395131.13623479713,961882.6994134397,1113334.3508998645
128,445173.7159777139,1019118.8578047766,1152819.4827372038
129,485697.63061634963,1066773.9901175366,1154928.6836880732
130,516679.19163604744,1083655.5583960393,1168981.7924865067
131,497140.5188400671,1117827.4497853648,1190018.536321608
132,471246.92458815314,1155275.7433536593,1216357.4830232647
133,475674.2709383799,1113225.161973961,1144939.6308143043
134,454508.2809464077,987440.6995726483,1051701.8415494391
135,458834.1217716539,807177.4031437634,864465.2413239892
136,475586.46490550606,756276.9086475886,807648.668419931
137,517700.76688855444,732501.7314315671,766713.9564974239
138,528268.6189256088,696652.7595145339,709895.358735554
139,500425.70904040674,660408.9943151345,671647.5987297933
140,479788.31134117855,702040.6671638559,724200.9737165648
141,459585.39207653847,721548.3930357536,771748.4646743003
142,429435.3237859937,761580.6266476677,807491.8825388299
143,343547.334839241,741821.9219923803,809761.752127657
144,295302.0246522607,715033.7335762606,819824.1100232392
145,272681.6197381941,688811.9042295276,823227.259800244
146,259360.48776235522,722115.0428836071,849053.4316724276
147,262801.9466707159,735276.2364578629,860863.0348217537
148,276280.3078174552,764445.0880376222,906408.616617635
149,292425.10060801456,801325.1118957234,932292.2960131222
150,321157.284476793,843396.365957817,989755.4970328494
151,359660.2326277086,883567.5927006284,1007333.6816481259
152,428617.6404446199,979685.724069603,1080223.9643862052
153,471282.09487350733,1022521.0301499239,1113641.3427592386
154,480710.435408879,1090502.5547561538,1135182.0095725097
155,461446.3920905156,1095781.535864885,1159317.5290956509
156,459021.487319453,1072900.1809399102,1150479.3606104043
157,463378.3072580938,915034.5686614976,946047.2424806708
158,424695.0293774258,767835.6896041926,811015.9793629332
159,413757.2084327696,640661.706040701,682664.5033369359
160,421124.86211684,484372.29573965725,495000.8115860134
161,488447.7466889776,505865.21210717154,498670.2288160385
162,557010.8996721872,538383.0534605926,533772.2420095454
163,542970.0350187185,549492.4407303092,555207.5182972173
164,466822.6986594577,622577.3189850549,652327.634441631
165,467277.70362772874,676770.6437657609,688807.481746847
166,430713.353477092,686126.9664139415,737091.3088100598
167,345523.40482110565,661170.3316167399,737160.0510067139
168,277427.4318883993,651590.7184224307,750964.625122915
169,255450.33993648677,642374.859023179,775345.7453478951
170,256445.9177697692,655983.04478351,792081.8095016693
171,262032.4506363394,685521.1844633943,811495.8978481619
172,271735.2450247673,757355.1633977942,885265.7796423783
173,303269.43796620733,806871.2277334133,925534.8707456114
174,363428.85308225144,872934.3440583603,953509.3181039424
175,413776.6584029226,922735.9600896491,1018625.1010620956
176,437613.259106707,1003718.3359129266,1080094.2488260334
177,440611.6897611236,1048926.658515942,1113590.561260149
178,434484.86523242004,1087123.9561765653,1113178.772496824
179,433258.7465176345,1107238.3091101155,1128851.8924720143
180,417653.72431835684,1063106.953096562,1134469.7092908167
181,383959.9499653635,962878.7753525154,1055091.5197833306
182,374896.0221405357,878926.2012710165,983133.0757521603
183,416098.75810896675,771883.0812273711,858812.3912103454
184,435327.5952093722,631319.4518006427,705949.1578098155
185,490159.33888617036,691055.0663490057,776479.5887927312
186,528592.4980929511,732391.2521575674,806271.9813530749
187,517178.796309605,817952.4303459089,917130.4573697674
188,503796.89014113956,911379.5114425074,1013022.7001007495
189,485671.8269556479,967753.9280340085,1053748.5075813644
190,422621.99492016685,1026965.3498421308,1098082.4469041768
191,358783.8432112943,1019321.9438749795,1130508.3096550454
192,330651.5419620051,1010363.8169025738,1160860.3631439328
